"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2021-03-06","Foreign","RoW",2766125.91999999,35589
"2021-03-06","Foreign","USA",520917.83,5744
"2021-03-07","Domestic","CHE",49894166.3900001,1038658
"2021-03-07","Foreign","AUT",96443.94,1039
"2021-03-07","Foreign","CHN",232899.38,484
"2021-03-07","Foreign","DEU",1380704.58,12540
"2021-03-07","Foreign","FRA",785034.95,12721
"2021-03-07","Foreign","GBR",619186.64,6527
"2021-03-07","Foreign","ITA",252209.29,3995
"2021-03-07","Foreign","LIE",67604.54,1299
"2021-03-07","Foreign","NLD",89368.7099999999,1030
"2021-03-07","Foreign","RUS",163631.19,1029
"2021-03-07","Foreign","RoW",1754032.67,17790
"2021-03-07","Foreign","USA",252243.32,2573
"2021-03-08","Domestic","CHE",160208378.24,3242725
"2021-03-08","Foreign","AUT",160756.39,2072
"2021-03-08","Foreign","CHN",823394.14,1285
"2021-03-08","Foreign","DEU",1554043.93,19093
"2021-03-08","Foreign","FRA",1590830.26,33440
"2021-03-08","Foreign","GBR",774804.770000001,10225
"2021-03-08","Foreign","ITA",516753.120000001,8894
"2021-03-08","Foreign","LIE",351226.2,5226
"2021-03-08","Foreign","NLD",110612.46,1660
"2021-03-08","Foreign","RUS",432165.36,2327
"2021-03-08","Foreign","RoW",3064331.83999999,31932
"2021-03-08","Foreign","USA",878692.12,4977
"2021-03-09","Domestic","CHE",156614375.08,3138695
"2021-03-09","Foreign","AUT",154657.94,2016
"2021-03-09","Foreign","CHN",798233.4,1142
"2021-03-09","Foreign","DEU",1300019.12,17394
"2021-03-09","Foreign","FRA",1473629,32423
"2021-03-09","Foreign","GBR",657034.08,9353
"2021-03-09","Foreign","ITA",457492.56,8330
"2021-03-09","Foreign","LIE",312389.47,4876
"2021-03-09","Foreign","NLD",96695.06,1567
"2021-03-09","Foreign","RUS",450093.69,1757
"2021-03-09","Foreign","RoW",2688253.01999998,28549
"2021-03-09","Foreign","USA",630975.22,4250
"2021-03-10","Domestic","CHE",162367142.73,3263994
"2021-03-10","Foreign","AUT",156808.37,2136
"2021-03-10","Foreign","CHN",800085.76,1188
"2021-03-10","Foreign","DEU",1329304.62,17835
"2021-03-10","Foreign","FRA",1521565.29,33259
"2021-03-10","Foreign","GBR",603296.67,10008
"2021-03-10","Foreign","ITA",484805.84,8310
"2021-03-10","Foreign","LIE",356114.57,5126
"2021-03-10","Foreign","NLD",110634.43,1631
"2021-03-10","Foreign","RUS",445106.22,1964
"2021-03-10","Foreign","RoW",2592790.11999999,29644
"2021-03-10","Foreign","USA",677208.410000001,4573
"2021-03-11","Domestic","CHE",163166675.540001,3226975
"2021-03-11","Foreign","AUT",149848.7,2183
"2021-03-11","Foreign","CHN",802558.75,1137
"2021-03-11","Foreign","DEU",1457771.32,18241
"2021-03-11","Foreign","FRA",1585612.89,33234
"2021-03-11","Foreign","GBR",729512.75,9849
"2021-03-11","Foreign","ITA",489606.23,8407
"2021-03-11","Foreign","LIE",378651.92,5177
"2021-03-11","Foreign","NLD",113048.02,1638
"2021-03-11","Foreign","RUS",360197.91,1939
"2021-03-11","Foreign","RoW",2613635.88999999,29750
"2021-03-11","Foreign","USA",625641.54,4337
"2021-03-12","Domestic","CHE",208032419.36,3819370
"2021-03-12","Foreign","AUT",169893.3,2292
"2021-03-12","Foreign","CHN",748379.05,1464
"2021-03-12","Foreign","DEU",1828968.56,21213
"2021-03-12","Foreign","FRA",1755215.43,36698
"2021-03-12","Foreign","GBR",765931.800000001,11668
"2021-03-12","Foreign","ITA",553153.320000001,9415
"2021-03-12","Foreign","LIE",546861.77,6776
"2021-03-12","Foreign","NLD",129729.76,1913
"2021-03-12","Foreign","RUS",317529.02,2218
"2021-03-12","Foreign","RoW",2832230.43,34437
"2021-03-12","Foreign","USA",709957.64,5079
"2021-03-13","Domestic","CHE",247439781.67,3975968
"2021-03-13","Foreign","AUT",136849.31,2184
"2021-03-13","Foreign","CHN",837724.52,1515
"2021-03-13","Foreign","DEU",1842801.12,21604
"2021-03-13","Foreign","FRA",1623689.61,27644
"2021-03-13","Foreign","GBR",859755.159999999,12339
"2021-03-13","Foreign","ITA",551065.66,8391
"2021-03-13","Foreign","LIE",722407.46,8673
"2021-03-13","Foreign","NLD",124362.58,1905
"2021-03-13","Foreign","RUS",334111.67,2089
"2021-03-13","Foreign","RoW",2541459.66999999,34299
"2021-03-13","Foreign","USA",477002.47,5492
"2021-03-14","Domestic","CHE",45074724.8099999,917293
"2021-03-14","Foreign","AUT",67938.74,989
"2021-03-14","Foreign","CHN",503126.78,526
"2021-03-14","Foreign","DEU",1210916.23,10749
"2021-03-14","Foreign","FRA",743594.420000001,11882
"2021-03-14","Foreign","GBR",494496.31,5772
"2021-03-14","Foreign","ITA",221239.21,3595
"2021-03-14","Foreign","LIE",64047.97,1120
"2021-03-14","Foreign","NLD",60991.17,894
"2021-03-14","Foreign","RUS",147120.18,892
"2021-03-14","Foreign","RoW",1276423.53,15277
"2021-03-14","Foreign","USA",235128.88,2376
"2021-03-15","Domestic","CHE",140811367.95,2932328
"2021-03-15","Foreign","AUT",141942.81,2087
"2021-03-15","Foreign","CHN",1323733.28,1218
"2021-03-15","Foreign","DEU",1342546.03,17075
"2021-03-15","Foreign","FRA",1385694.61,31533
"2021-03-15","Foreign","GBR",643834.010000001,9314
"2021-03-15","Foreign","ITA",461745.16,8090
"2021-03-15","Foreign","LIE",297203.05,4715
"2021-03-15","Foreign","NLD",108258.64,1460
"2021-03-15","Foreign","RUS",282200.64,1697
"2021-03-15","Foreign","RoW",2470883.85999999,27902
"2021-03-15","Foreign","USA",638239.970000001,4389
"2021-03-16","Domestic","CHE",149358677.84,3040222
"2021-03-16","Foreign","AUT",130729.74,2070
"2021-03-16","Foreign","CHN",1163476.83,1278
"2021-03-16","Foreign","DEU",1274165.37,17182
"2021-03-16","Foreign","FRA",1475345.17,32107
"2021-03-16","Foreign","GBR",652985.94,9615
"2021-03-16","Foreign","ITA",448264.84,8025
"2021-03-16","Foreign","LIE",315471.95,4760
"2021-03-16","Foreign","NLD",124410.33,1619
"2021-03-16","Foreign","RUS",253467.76,1606
"2021-03-16","Foreign","RoW",2691693.23999998,28248
"2021-03-16","Foreign","USA",665277.9,4285
"2021-03-17","Domestic","CHE",154146302.15,3092865
"2021-03-17","Foreign","AUT",162131.41,2176
"2021-03-17","Foreign","CHN",1064499.83,1274
"2021-03-17","Foreign","DEU",1311808.86,17428
"2021-03-17","Foreign","FRA",1514005.74,32892
"2021-03-17","Foreign","GBR",717291.710000001,9658
"2021-03-17","Foreign","ITA",509828.54,8516
"2021-03-17","Foreign","LIE",329109.76,5024
"2021-03-17","Foreign","NLD",117238.03,1588
"2021-03-17","Foreign","RUS",224134.58,1589
"2021-03-17","Foreign","RoW",2817667.42999998,28360
"2021-03-17","Foreign","USA",644006.66,4403
"2021-03-18","Domestic","CHE",162845800.84,3229640
"2021-03-18","Foreign","AUT",144737.82,2162
"2021-03-18","Foreign","CHN",1058319.25,1181
"2021-03-18","Foreign","DEU",1523793.59,19421
"2021-03-18","Foreign","FRA",1583306.74,34659
"2021-03-18","Foreign","GBR",748276.97,10607
"2021-03-18","Foreign","ITA",525128.15,9187
"2021-03-18","Foreign","LIE",373761.5,5382
"2021-03-18","Foreign","NLD",136688.02,1791
"2021-03-18","Foreign","RUS",295576.08,1879
"2021-03-18","Foreign","RoW",2807780.87999998,30619
"2021-03-18","Foreign","USA",891059.05,4606
"2021-03-19","Domestic","CHE",194140051.15,3562823
"2021-03-19","Foreign","AUT",164696.45,2185
"2021-03-19","Foreign","CHN",981812.31,1348
"2021-03-19","Foreign","DEU",1819120.31,21144
"2021-03-19","Foreign","FRA",1800641.02,37239
"2021-03-19","Foreign","GBR",791075.23,11375
"2021-03-19","Foreign","ITA",452619.09,7407
"2021-03-19","Foreign","LIE",901446.26,10846
"2021-03-19","Foreign","NLD",124509.98,1836
"2021-03-19","Foreign","RUS",277392.68,2012
"2021-03-19","Foreign","RoW",2880709.64999998,33806
"2021-03-19","Foreign","USA",750195.67,5175
"2021-03-20","Domestic","CHE",242296833.57,3928226
"2021-03-20","Foreign","AUT",157577.93,2194
"2021-03-20","Foreign","CHN",1042657.79,1591
"2021-03-20","Foreign","DEU",2052908.4,23249
"2021-03-20","Foreign","FRA",1873800.5,31104
"2021-03-20","Foreign","GBR",863880.7,12839
"2021-03-20","Foreign","ITA",497061.71,8712
"2021-03-20","Foreign","LIE",608517.39,7580
"2021-03-20","Foreign","NLD",126230.34,2016
"2021-03-20","Foreign","RUS",271113.46,2130
"2021-03-20","Foreign","RoW",2658412.65999998,36689
"2021-03-20","Foreign","USA",535290.92,6182
"2021-03-21","Domestic","CHE",49362179.3,1020112
"2021-03-21","Foreign","AUT",92732.6,1115
"2021-03-21","Foreign","CHN",305597.69,550
"2021-03-21","Foreign","DEU",1470916.5,12942
"2021-03-21","Foreign","FRA",791374.74,14540
"2021-03-21","Foreign","GBR",574164.17,6804
"2021-03-21","Foreign","ITA",224372.96,3985
"2021-03-21","Foreign","LIE",86011.31,1253
"2021-03-21","Foreign","NLD",74329.14,1093
"2021-03-21","Foreign","RUS",161671.35,927
"2021-03-21","Foreign","RoW",1816888.56,18885
"2021-03-21","Foreign","USA",274137,2920
"2021-03-22","Domestic","CHE",144575353.99,2993198
"2021-03-22","Foreign","AUT",163229.15,2286
"2021-03-22","Foreign","CHN",988111.62,1379
"2021-03-22","Foreign","DEU",1592133.07,19079
"2021-03-22","Foreign","FRA",1579154,34204
"2021-03-22","Foreign","GBR",672143.739999999,10281
"2021-03-22","Foreign","ITA",507149.73,8910
"2021-03-22","Foreign","LIE",283051.77,4494
"2021-03-22","Foreign","NLD",103952.09,1719
"2021-03-22","Foreign","RUS",192590.04,1869
"2021-03-22","Foreign","RoW",2960557.94,31948
"2021-03-22","Foreign","USA",719175.200000001,4968
"2021-03-23","Domestic","CHE",148226874.04,3054339
"2021-03-23","Foreign","AUT",153716.12,2148
"2021-03-23","Foreign","CHN",713437.17,1226
"2021-03-23","Foreign","DEU",1408329.79,19294
"2021-03-23","Foreign","FRA",1516969.19,33800
"2021-03-23","Foreign","GBR",665577.01,10039
"2021-03-23","Foreign","ITA",480243.4,8508
"2021-03-23","Foreign","LIE",279027.38,4546
"2021-03-23","Foreign","NLD",114723.31,1769
"2021-03-23","Foreign","RUS",258729.45,1837
"2021-03-23","Foreign","RoW",2716604.27999998,30842
"2021-03-23","Foreign","USA",744758.25,4757
"2021-03-24","Domestic","CHE",157912348.49,3207582
"2021-03-24","Foreign","AUT",158662.4,2237
"2021-03-24","Foreign","CHN",761766.75,1204
"2021-03-24","Foreign","DEU",1653930.67,20244
"2021-03-24","Foreign","FRA",1565642.01,34614
"2021-03-24","Foreign","GBR",652884.62,10301
"2021-03-24","Foreign","ITA",482715.92,8711
"2021-03-24","Foreign","LIE",328612.05,5083
"2021-03-24","Foreign","NLD",122487.95,1838
"2021-03-24","Foreign","RUS",275394.72,1814
"2021-03-24","Foreign","RoW",2884237.39999999,31700
"2021-03-24","Foreign","USA",690006.909999999,4650
"2021-03-25","Domestic","CHE",187204755.39,3520702
"2021-03-25","Foreign","AUT",151960.88,2252
"2021-03-25","Foreign","CHN",807709.8,1258
"2021-03-25","Foreign","DEU",1737160.29,20478
"2021-03-25","Foreign","FRA",1639841.24,35555
"2021-03-25","Foreign","GBR",697135.560000001,10438
"2021-03-25","Foreign","ITA",503865.77,9083
"2021-03-25","Foreign","LIE",386393.97,5440
"2021-03-25","Foreign","NLD",131759.83,1963
"2021-03-25","Foreign","RUS",312083.05,1970
"2021-03-25","Foreign","RoW",3020904.34999998,32071
"2021-03-25","Foreign","USA",689460.97,4897
"2021-03-26","Domestic","CHE",233157095.43,4077354
"2021-03-26","Foreign","AUT",197991.86,2424
"2021-03-26","Foreign","CHN",1203800.48,1566
"2021-03-26","Foreign","DEU",2324092.12,23543
"2021-03-26","Foreign","FRA",1890168.75,37431
"2021-03-26","Foreign","GBR",922834.21,11969
"2021-03-26","Foreign","ITA",574389.06,9382
"2021-03-26","Foreign","LIE",532393.9,7088
"2021-03-26","Foreign","NLD",134336.39,2141
"2021-03-26","Foreign","RUS",259460.37,2069
"2021-03-26","Foreign","RoW",3299449.23999999,35291
"2021-03-26","Foreign","USA",737432.780000001,6155
"2021-03-27","Domestic","CHE",276575304.98,4276531
"2021-03-27","Foreign","AUT",186855.54,2128
"2021-03-27","Foreign","CHN",1023028.89,1543
"2021-03-27","Foreign","DEU",3228605.91,28719
"2021-03-27","Foreign","FRA",1771777.31,29464
"2021-03-27","Foreign","GBR",850799.76,12089
"2021-03-27","Foreign","ITA",480703.95,8328
"2021-03-27","Foreign","LIE",816930,9676
"2021-03-27","Foreign","NLD",139035.09,1934
"2021-03-27","Foreign","RUS",361871.11,2178
"2021-03-27","Foreign","RoW",2625714.15999999,34452
"2021-03-27","Foreign","USA",589709.259999999,6010
"2021-03-28","Domestic","CHE",54267585.7,1247482
"2021-03-28","Foreign","AUT",70705.09,1263
"2021-03-28","Foreign","CHN",318952.26,817
"2021-03-28","Foreign","DEU",2320955.65,19485
"2021-03-28","Foreign","FRA",808840.77,14715
"2021-03-28","Foreign","GBR",551541.010000001,7237
"2021-03-28","Foreign","ITA",223394.4,4337
"2021-03-28","Foreign","LIE",78707.41,1556
"2021-03-28","Foreign","NLD",64787.97,1184
"2021-03-28","Foreign","RUS",84211.18,957
"2021-03-28","Foreign","RoW",1270339.23,17338
"2021-03-28","Foreign","USA",295618.81,3326
"2021-03-29","Domestic","CHE",173219574.81,3370321
"2021-03-29","Foreign","AUT",164409.55,2278
"2021-03-29","Foreign","CHN",1382581.89,1350
"2021-03-29","Foreign","DEU",2324131.92,27835
"2021-03-29","Foreign","FRA",1651647.03,34658
"2021-03-29","Foreign","GBR",773882.35,10189
"2021-03-29","Foreign","ITA",576479.08,8669
"2021-03-29","Foreign","LIE",324592.84,5126
"2021-03-29","Foreign","NLD",112394.59,1735
"2021-03-29","Foreign","RUS",211080.61,1719
"2021-03-29","Foreign","RoW",2728789.96999998,29471
"2021-03-29","Foreign","USA",709758.23,5124
"2021-03-30","Domestic","CHE",186138856.95,3515964
"2021-03-30","Foreign","AUT",169865.83,2266
"2021-03-30","Foreign","CHN",1068148.76,1231
"2021-03-30","Foreign","DEU",2167359.16,27322
"2021-03-30","Foreign","FRA",1670133.36,34870
"2021-03-30","Foreign","GBR",852566.580000001,10146
"2021-03-30","Foreign","ITA",480341.68,8608
"2021-03-30","Foreign","LIE",384173.81,5631
"2021-03-30","Foreign","NLD",132438.04,1726
"2021-03-30","Foreign","RUS",232725.27,1496
"2021-03-30","Foreign","RoW",2641788.91999998,29235
"2021-03-30","Foreign","USA",845191.780000001,5157
"2021-03-31","Domestic","CHE",221314155.92,3941679
"2021-03-31","Foreign","AUT",172931.38,2429
"2021-03-31","Foreign","CHN",1165063.04,1463
"2021-03-31","Foreign","DEU",2484353.2,29795
"2021-03-31","Foreign","FRA",1797973.85,37401
"2021-03-31","Foreign","GBR",886936.75,11197
"2021-03-31","Foreign","ITA",526745.500000001,9195
"2021-03-31","Foreign","LIE",482337.28,6535
"2021-03-31","Foreign","NLD",131860.5,1844
"2021-03-31","Foreign","RUS",194192.3,1695
"2021-03-31","Foreign","RoW",3000762.71999999,32060
"2021-03-31","Foreign","USA",825842.890000001,5325
"2021-04-01","Domestic","CHE",267016572.78,4583464
"2021-04-01","Foreign","AUT",170426.49,2542
"2021-04-01","Foreign","CHN",1782186.99,1739
"2021-04-01","Foreign","DEU",3075705.38,32641
"2021-04-01","Foreign","FRA",2237906.58,41809
"2021-04-01","Foreign","GBR",809620.049999999,12269
"2021-04-01","Foreign","ITA",659237.5,10757
"2021-04-01","Foreign","LIE",568712.98,7184
"2021-04-01","Foreign","NLD",144627.68,2087
"2021-04-01","Foreign","RUS",274444.76,1916
"2021-04-01","Foreign","RoW",3180312.15999999,35019
"2021-04-01","Foreign","USA",946282.230000001,6278
"2021-04-02","Domestic","CHE",73092418.6900002,1595449
"2021-04-02","Foreign","AUT",95139.95,1182
"2021-04-02","Foreign","CHN",419124.87,997
"2021-04-02","Foreign","DEU",2559919.29,21671
"2021-04-02","Foreign","FRA",936521.68,17331
"2021-04-02","Foreign","GBR",593114.58,8038
"2021-04-02","Foreign","ITA",485724.13,7977
"2021-04-02","Foreign","LIE",79615.1,1827
"2021-04-02","Foreign","NLD",83583.85,1392
"2021-04-02","Foreign","RUS",121649.58,1039
"2021-04-02","Foreign","RoW",1681793.7,20217
"2021-04-02","Foreign","USA",574535.62,3915
"2021-04-03","Domestic","CHE",293713988.79,4635029
"2021-04-03","Foreign","AUT",159109.66,2239
"2021-04-03","Foreign","CHN",521743.18,1813
"2021-04-03","Foreign","DEU",3490892.87,35834
"2021-04-03","Foreign","FRA",1996345.51,33164
"2021-04-03","Foreign","GBR",990480.69,13157
"2021-04-03","Foreign","ITA",586730.580000001,9692
"2021-04-03","Foreign","LIE",880972.3,10357
"2021-04-03","Foreign","NLD",152911.2,2229
"2021-04-03","Foreign","RUS",190605.34,1895
"2021-04-03","Foreign","RoW",2340489.64999999,34593
"2021-04-03","Foreign","USA",601690.16,6504
"2021-04-04","Domestic","CHE",48052964.1699999,1106818
"2021-04-04","Foreign","AUT",64183.46,1036
"2021-04-04","Foreign","CHN",109073.55,906
"2021-04-04","Foreign","DEU",1759461.29,15981
"2021-04-04","Foreign","FRA",700628.88,13579
"2021-04-04","Foreign","GBR",520688.1,6225
"2021-04-04","Foreign","ITA",150927.84,3217
"2021-04-04","Foreign","LIE",69884.7,1381
"2021-04-04","Foreign","NLD",51748,1073
"2021-04-04","Foreign","RUS",79769.7,885
"2021-04-04","Foreign","RoW",1030829.52,15563
"2021-04-04","Foreign","USA",287031.5,2902
"2021-04-05","Domestic","CHE",70819230.5200001,1288290
"2021-04-05","Foreign","AUT",71270.8499999999,1013
"2021-04-05","Foreign","CHN",299550.46,747
"2021-04-05","Foreign","DEU",2378477.59,16389
"2021-04-05","Foreign","FRA",847380.26,14247
"2021-04-05","Foreign","GBR",617382.83,6217
"2021-04-05","Foreign","ITA",305725.13,4347
"2021-04-05","Foreign","LIE",78840.93,1409
"2021-04-05","Foreign","NLD",85836.29,1211
"2021-04-05","Foreign","RUS",147584.65,855
"2021-04-05","Foreign","RoW",1625212.10999999,16240
"2021-04-05","Foreign","USA",610765.45,3309
"2021-04-06","Domestic","CHE",189427751.44,3453069
"2021-04-06","Foreign","AUT",146338.77,2068
"2021-04-06","Foreign","CHN",974444.44,1624
"2021-04-06","Foreign","DEU",2102120.97,23448
"2021-04-06","Foreign","FRA",1559302.42,32967
"2021-04-06","Foreign","GBR",762787.510000001,9895
"2021-04-06","Foreign","ITA",586507.07,9147
"2021-04-06","Foreign","LIE",439663.97,5902
"2021-04-06","Foreign","NLD",144108.09,1811
"2021-04-06","Foreign","RUS",198132.31,1622
"2021-04-06","Foreign","RoW",3150903.58999999,28247
"2021-04-06","Foreign","USA",859244.869999999,5299
"2021-04-07","Domestic","CHE",176851495.71,3253821
"2021-04-07","Foreign","AUT",135689.6,1880
"2021-04-07","Foreign","CHN",1642579.41,1553
"2021-04-07","Foreign","DEU",1656035.55,20505
"2021-04-07","Foreign","FRA",1469373.07,30824
"2021-04-07","Foreign","GBR",751932.79,9482
"2021-04-07","Foreign","ITA",459596.88,7945
"2021-04-07","Foreign","LIE",389513.6,5489
"2021-04-07","Foreign","NLD",171124.49,1670
"2021-04-07","Foreign","RUS",260619.79,1506
"2021-04-07","Foreign","RoW",2828561.24999998,26159
"2021-04-07","Foreign","USA",634904.65,4529
"2021-04-08","Domestic","CHE",183070739.33,3427209
"2021-04-08","Foreign","AUT",154314.6,2121
"2021-04-08","Foreign","CHN",1639432.73,1555
"2021-04-08","Foreign","DEU",1701422,21543
"2021-04-08","Foreign","FRA",1499272.98,32839
"2021-04-08","Foreign","GBR",731078.48,10022
"2021-04-08","Foreign","ITA",472533.93,8241
"2021-04-08","Foreign","LIE",429461.39,5851
"2021-04-08","Foreign","NLD",146071.68,1808
"2021-04-08","Foreign","RUS",412450.94,1648
"2021-04-08","Foreign","RoW",2722036.95999999,27495
"2021-04-08","Foreign","USA",709229.36,4768
"2021-04-09","Domestic","CHE",220112963.050001,3886261
"2021-04-09","Foreign","AUT",154819.83,2202
"2021-04-09","Foreign","CHN",1233374.34,1593
"2021-04-09","Foreign","DEU",1911790.41,22444
"2021-04-09","Foreign","FRA",1681286.36,35268
"2021-04-09","Foreign","GBR",876906.86,10803
"2021-04-09","Foreign","ITA",532845.91,8557
"2021-04-09","Foreign","LIE",545986.59,7095
"2021-04-09","Foreign","NLD",155492.96,1801
"2021-04-09","Foreign","RUS",152331,1691
"2021-04-09","Foreign","RoW",2684027.48999999,29964
"2021-04-09","Foreign","USA",849852.78,5399
"2021-04-10","Domestic","CHE",250405521.66,4064964
"2021-04-10","Foreign","AUT",146050.6,2060
"2021-04-10","Foreign","CHN",1139981.55,1452
"2021-04-10","Foreign","DEU",1950160.34,21678
"2021-04-10","Foreign","FRA",1524090.03,26504
"2021-04-10","Foreign","GBR",831665.530000001,11697
"2021-04-10","Foreign","ITA",454596.7,7336
"2021-04-10","Foreign","LIE",708031.8,8590
"2021-04-10","Foreign","NLD",164054.16,2011
"2021-04-10","Foreign","RUS",203414.72,1845
"2021-04-10","Foreign","RoW",2289878.18,30566
"2021-04-10","Foreign","USA",511624.52,5539
"2021-04-11","Domestic","CHE",54040320.3399999,1124980
"2021-04-11","Foreign","AUT",63517.1,1105
"2021-04-11","Foreign","CHN",186827.35,661
"2021-04-11","Foreign","DEU",1049264.82,10697
"2021-04-11","Foreign","FRA",657583.270000001,11460
"2021-04-11","Foreign","GBR",459218.27,5790
"2021-04-11","Foreign","ITA",192600.88,3263
"2021-04-11","Foreign","LIE",88369.45,1591
"2021-04-11","Foreign","NLD",109422.84,1059
"2021-04-11","Foreign","RUS",94895.9599999999,936
"2021-04-11","Foreign","RoW",1047148.46,14246
"2021-04-11","Foreign","USA",275741.9,2605
"2021-04-12","Domestic","CHE",157615385.38,3090684
