"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2021-01-20","Foreign","FRA",1230795.98,27239
"2021-01-20","Foreign","GBR",514473.2,8232
"2021-01-20","Foreign","ITA",397492.910000001,6927
"2021-01-20","Foreign","LIE",187278.09,3181
"2021-01-20","Foreign","NLD",107317,1733
"2021-01-20","Foreign","RUS",151640.06,1328
"2021-01-20","Foreign","RoW",1872354.19999999,23499
"2021-01-20","Foreign","USA",553604.21,3645
"2021-01-21","Domestic","CHE",117448285.82,2515758
"2021-01-21","Foreign","AUT",119711.47,1772
"2021-01-21","Foreign","CHN",578405.39,987
"2021-01-21","Foreign","DEU",758492.440000001,12063
"2021-01-21","Foreign","FRA",1277958.05,27901
"2021-01-21","Foreign","GBR",521559.27,8365
"2021-01-21","Foreign","ITA",390325.13,6777
"2021-01-21","Foreign","LIE",192023.72,3170
"2021-01-21","Foreign","NLD",86737.53,1601
"2021-01-21","Foreign","RUS",157943.46,1334
"2021-01-21","Foreign","RoW",1958081.85999998,23793
"2021-01-21","Foreign","USA",602947.55,3726
"2021-01-22","Domestic","CHE",151330576.56,2951582
"2021-01-22","Foreign","AUT",125469.51,1827
"2021-01-22","Foreign","CHN",419026.85,1089
"2021-01-22","Foreign","DEU",875505.660000001,13311
"2021-01-22","Foreign","FRA",1397760.71,30333
"2021-01-22","Foreign","GBR",616007.760000001,9437
"2021-01-22","Foreign","ITA",397444.91,7191
"2021-01-22","Foreign","LIE",294505.81,4184
"2021-01-22","Foreign","NLD",120488.2,1769
"2021-01-22","Foreign","RUS",121802.58,1477
"2021-01-22","Foreign","RoW",2169551.21999998,26800
"2021-01-22","Foreign","USA",704146.760000001,4187
"2021-01-23","Domestic","CHE",163496564.77,2949192
"2021-01-23","Foreign","AUT",111547.33,1754
"2021-01-23","Foreign","CHN",204190.72,1040
"2021-01-23","Foreign","DEU",777798.119999999,12785
"2021-01-23","Foreign","FRA",1169715.34,21653
"2021-01-23","Foreign","GBR",595467.81,10260
"2021-01-23","Foreign","ITA",360998.07,6281
"2021-01-23","Foreign","LIE",344757.1,4822
"2021-01-23","Foreign","NLD",104731.31,1796
"2021-01-23","Foreign","RUS",106374.14,1453
"2021-01-23","Foreign","RoW",1886199.21999999,28072
"2021-01-23","Foreign","USA",449701.73,4617
"2021-01-24","Domestic","CHE",39840284.3199999,846993
"2021-01-24","Foreign","AUT",54338.91,884
"2021-01-24","Foreign","CHN",131981.12,528
"2021-01-24","Foreign","DEU",550528.05,7204
"2021-01-24","Foreign","FRA",756904.4,12310
"2021-01-24","Foreign","GBR",402639.19,5721
"2021-01-24","Foreign","ITA",147599.01,3023
"2021-01-24","Foreign","LIE",40537.91,872
"2021-01-24","Foreign","NLD",50827.29,958
"2021-01-24","Foreign","RUS",79315.14,772
"2021-01-24","Foreign","RoW",1348319.36,15098
"2021-01-24","Foreign","USA",190548.61,2357
"2021-01-25","Domestic","CHE",120753961.63,2479144
"2021-01-25","Foreign","AUT",134062.22,1785
"2021-01-25","Foreign","CHN",794040.16,966
"2021-01-25","Foreign","DEU",788047.169999999,11602
"2021-01-25","Foreign","FRA",1285787.23,26862
"2021-01-25","Foreign","GBR",603908.060000001,8272
"2021-01-25","Foreign","ITA",405795.48,7042
"2021-01-25","Foreign","LIE",186442.47,3085
"2021-01-25","Foreign","NLD",86563.2200000001,1414
"2021-01-25","Foreign","RUS",189068.25,1452
"2021-01-25","Foreign","RoW",2170242.05999998,24564
"2021-01-25","Foreign","USA",640239.33,3859
"2021-01-26","Domestic","CHE",129297454.49,2644599
"2021-01-26","Foreign","AUT",113079.93,1668
"2021-01-26","Foreign","CHN",627802.21,951
"2021-01-26","Foreign","DEU",700668.81,11673
"2021-01-26","Foreign","FRA",1235019.05,27615
"2021-01-26","Foreign","GBR",618387.69,8422
"2021-01-26","Foreign","ITA",375321.07,6824
"2021-01-26","Foreign","LIE",190421.39,3229
"2021-01-26","Foreign","NLD",82686.68,1444
"2021-01-26","Foreign","RUS",277357.78,1324
"2021-01-26","Foreign","RoW",2048961.45999999,24587
"2021-01-26","Foreign","USA",570421.570000001,3866
"2021-01-27","Domestic","CHE",124111539.61,2525804
"2021-01-27","Foreign","AUT",111340.98,1720
"2021-01-27","Foreign","CHN",591878.32,920
"2021-01-27","Foreign","DEU",682380.990000001,11131
"2021-01-27","Foreign","FRA",1303140.67,26922
"2021-01-27","Foreign","GBR",500075.18,7919
"2021-01-27","Foreign","ITA",344702.09,6700
"2021-01-27","Foreign","LIE",179313.17,3022
"2021-01-27","Foreign","NLD",86109.88,1369
"2021-01-27","Foreign","RUS",121298.11,1295
"2021-01-27","Foreign","RoW",2270924.81999999,23352
"2021-01-27","Foreign","USA",631517.330000001,3654
"2021-01-28","Domestic","CHE",134338119.64,2652086
"2021-01-28","Foreign","AUT",111094.52,1857
"2021-01-28","Foreign","CHN",680526.23,923
"2021-01-28","Foreign","DEU",803961.37,11990
"2021-01-28","Foreign","FRA",1386848.79,27797
"2021-01-28","Foreign","GBR",537741.23,8223
"2021-01-28","Foreign","ITA",397328.64,7163
"2021-01-28","Foreign","LIE",214673.54,3506
"2021-01-28","Foreign","NLD",86361.2500000001,1326
"2021-01-28","Foreign","RUS",250438.08,1336
"2021-01-28","Foreign","RoW",2307310.35999999,24164
"2021-01-28","Foreign","USA",673843.68,3932
"2021-01-29","Domestic","CHE",171877277.780001,3122731
"2021-01-29","Foreign","AUT",166674.56,1833
"2021-01-29","Foreign","CHN",554341.85,1042
"2021-01-29","Foreign","DEU",899317.03,13238
"2021-01-29","Foreign","FRA",1590606.9,30250
"2021-01-29","Foreign","GBR",682724.57,9318
"2021-01-29","Foreign","ITA",436205.21,7418
"2021-01-29","Foreign","LIE",340821.86,4567
"2021-01-29","Foreign","NLD",98946.1700000001,1458
"2021-01-29","Foreign","RUS",137903.66,1457
"2021-01-29","Foreign","RoW",2642481.20999999,27087
"2021-01-29","Foreign","USA",615142.58,4275
"2021-01-30","Domestic","CHE",183142492.88,3093901
"2021-01-30","Foreign","AUT",102292.34,1608
"2021-01-30","Foreign","CHN",226808.89,958
"2021-01-30","Foreign","DEU",978308.539999999,13108
"2021-01-30","Foreign","FRA",1341587.5,21702
"2021-01-30","Foreign","GBR",641262.389999999,9910
"2021-01-30","Foreign","ITA",367089.72,6097
"2021-01-30","Foreign","LIE",388143.25,5213
"2021-01-30","Foreign","NLD",97484.2700000001,1554
"2021-01-30","Foreign","RUS",115332.85,1456
"2021-01-30","Foreign","RoW",1970630.03,26399
"2021-01-30","Foreign","USA",378504.6,4288
"2021-01-31","Domestic","CHE",46225418.36,904786
"2021-01-31","Foreign","AUT",72209.49,1009
"2021-01-31","Foreign","CHN",126340.83,361
"2021-01-31","Foreign","DEU",675830.35,7595
"2021-01-31","Foreign","FRA",897175.01,13005
"2021-01-31","Foreign","GBR",461247.48,5755
"2021-01-31","Foreign","ITA",176068.35,3143
"2021-01-31","Foreign","LIE",39099.83,928
"2021-01-31","Foreign","NLD",44133.47,825
"2021-01-31","Foreign","RUS",105213.39,781
"2021-01-31","Foreign","RoW",1373969.74,14923
"2021-01-31","Foreign","USA",267779.39,2484
"2021-02-01","Domestic","CHE",125688196.31,2557137
"2021-02-01","Foreign","AUT",117114,2041
"2021-02-01","Foreign","CHN",835247.9,1066
"2021-02-01","Foreign","DEU",934059.74,12982
"2021-02-01","Foreign","FRA",1378911.35,27363
"2021-02-01","Foreign","GBR",678956.88,8703
"2021-02-01","Foreign","ITA",495384.39,7586
"2021-02-01","Foreign","LIE",241953.15,4023
"2021-02-01","Foreign","NLD",90235.85,1339
"2021-02-01","Foreign","RUS",137041.06,1330
"2021-02-01","Foreign","RoW",3010056.39999998,24806
"2021-02-01","Foreign","USA",768820.1,3830
"2021-02-02","Domestic","CHE",125660623.75,2597630
"2021-02-02","Foreign","AUT",133195.98,1855
"2021-02-02","Foreign","CHN",442277.96,925
"2021-02-02","Foreign","DEU",783164.09,12588
"2021-02-02","Foreign","FRA",1257854.36,26280
"2021-02-02","Foreign","GBR",549250.7,8277
"2021-02-02","Foreign","ITA",417239,7135
"2021-02-02","Foreign","LIE",332686.61,5133
"2021-02-02","Foreign","NLD",76386.08,1307
"2021-02-02","Foreign","RUS",181714.04,1258
"2021-02-02","Foreign","RoW",2523144.62999999,23673
"2021-02-02","Foreign","USA",603123.4,3846
"2021-02-03","Domestic","CHE",126561501.23,2610054
"2021-02-03","Foreign","AUT",143790.98,1856
"2021-02-03","Foreign","CHN",667731.13,924
"2021-02-03","Foreign","DEU",841204.660000002,12518
"2021-02-03","Foreign","FRA",1308064.82,26627
"2021-02-03","Foreign","GBR",579939.26,8301
"2021-02-03","Foreign","ITA",382367.23,6999
"2021-02-03","Foreign","LIE",187076.34,3065
"2021-02-03","Foreign","NLD",83984.61,1329
"2021-02-03","Foreign","RUS",161163.14,1232
"2021-02-03","Foreign","RoW",2095068.44999999,23260
"2021-02-03","Foreign","USA",584429.599999999,3772
"2021-02-04","Domestic","CHE",133077312.97,2755895
"2021-02-04","Foreign","AUT",137715.65,1952
"2021-02-04","Foreign","CHN",576892.71,1027
"2021-02-04","Foreign","DEU",920430.089999999,13620
"2021-02-04","Foreign","FRA",1380192.23,28048
"2021-02-04","Foreign","GBR",641153.52,8837
"2021-02-04","Foreign","ITA",422974.540000001,7403
"2021-02-04","Foreign","LIE",222237.02,3292
"2021-02-04","Foreign","NLD",118175.88,1419
"2021-02-04","Foreign","RUS",190853.84,1506
"2021-02-04","Foreign","RoW",2638376.39999999,24758
"2021-02-04","Foreign","USA",557928.74,3849
"2021-02-05","Domestic","CHE",168349769.47,3235956
"2021-02-05","Foreign","AUT",138455.79,1985
"2021-02-05","Foreign","CHN",465613.13,1177
"2021-02-05","Foreign","DEU",1121068.38,15033
"2021-02-05","Foreign","FRA",1602603.46,30600
"2021-02-05","Foreign","GBR",654957.44,10136
"2021-02-05","Foreign","ITA",448516.94,7931
"2021-02-05","Foreign","LIE",312034.39,4330
"2021-02-05","Foreign","NLD",91188.77,1629
"2021-02-05","Foreign","RUS",160489.56,1616
"2021-02-05","Foreign","RoW",2384936.43999999,28160
"2021-02-05","Foreign","USA",613082.66,4509
"2021-02-06","Domestic","CHE",180821668.68,3222520
"2021-02-06","Foreign","AUT",151948.2,1696
"2021-02-06","Foreign","CHN",323970.24,1175
"2021-02-06","Foreign","DEU",1084190.72,14362
"2021-02-06","Foreign","FRA",1156076.66,19872
"2021-02-06","Foreign","GBR",767469.560000001,10930
"2021-02-06","Foreign","ITA",400646.09,6822
"2021-02-06","Foreign","LIE",389623.38,5382
"2021-02-06","Foreign","NLD",72120.69,1536
"2021-02-06","Foreign","RUS",127478.98,1522
"2021-02-06","Foreign","RoW",1906076.52,27224
"2021-02-06","Foreign","USA",505343.290000001,4723
"2021-02-07","Domestic","CHE",46532126.94,852618
"2021-02-07","Foreign","AUT",121832.02,844
"2021-02-07","Foreign","CHN",177108.17,415
"2021-02-07","Foreign","DEU",741662.42,7059
"2021-02-07","Foreign","FRA",782583.21,10188
"2021-02-07","Foreign","GBR",493709.08,5248
"2021-02-07","Foreign","ITA",183290.79,3056
"2021-02-07","Foreign","LIE",37980.83,754
"2021-02-07","Foreign","NLD",51776.63,720
"2021-02-07","Foreign","RUS",110592.94,727
"2021-02-07","Foreign","RoW",1323616.24,12752
"2021-02-07","Foreign","USA",231132.46,2183
"2021-02-08","Domestic","CHE",124596966.4,2634559
"2021-02-08","Foreign","AUT",108167.86,1742
"2021-02-08","Foreign","CHN",605786.13,1114
"2021-02-08","Foreign","DEU",909957.459999999,12875
"2021-02-08","Foreign","FRA",1492709.62,27856
"2021-02-08","Foreign","GBR",686343.22,8977
"2021-02-08","Foreign","ITA",429821.96,7412
"2021-02-08","Foreign","LIE",195892.12,3342
"2021-02-08","Foreign","NLD",86882.55,1270
"2021-02-08","Foreign","RUS",180776.98,1533
"2021-02-08","Foreign","RoW",2246664.86999999,25089
"2021-02-08","Foreign","USA",674960.12,4168
"2021-02-09","Domestic","CHE",123809810.74,2630210
"2021-02-09","Foreign","AUT",102653.84,1674
"2021-02-09","Foreign","CHN",613277.48,1056
"2021-02-09","Foreign","DEU",795327.750000002,12429
"2021-02-09","Foreign","FRA",1392259.4,26713
"2021-02-09","Foreign","GBR",592077.889999999,8509
"2021-02-09","Foreign","ITA",390699.22,6708
"2021-02-09","Foreign","LIE",192172.12,3449
"2021-02-09","Foreign","NLD",63397.56,1229
"2021-02-09","Foreign","RUS",198093.06,1332
"2021-02-09","Foreign","RoW",2196314.30999998,23936
"2021-02-09","Foreign","USA",567378.950000001,3872
"2021-02-10","Domestic","CHE",127236625.43,2642556
"2021-02-10","Foreign","AUT",97755.77,1629
"2021-02-10","Foreign","CHN",1003034.41,1133
"2021-02-10","Foreign","DEU",806784.56,12031
"2021-02-10","Foreign","FRA",1440619.19,26585
"2021-02-10","Foreign","GBR",614263.070000001,8420
"2021-02-10","Foreign","ITA",434087.74,6985
"2021-02-10","Foreign","LIE",212195.93,3535
"2021-02-10","Foreign","NLD",83352.88,1256
"2021-02-10","Foreign","RUS",152967.96,1316
"2021-02-10","Foreign","RoW",2503546.54999999,23879
"2021-02-10","Foreign","USA",528622.56,3798
"2021-02-11","Domestic","CHE",129741768.08,2698542
"2021-02-11","Foreign","AUT",124384.6,1779
"2021-02-11","Foreign","CHN",550658.86,1150
"2021-02-11","Foreign","DEU",951629.55,13475
"2021-02-11","Foreign","FRA",1553644.58,28586
"2021-02-11","Foreign","GBR",654379.930000001,9073
"2021-02-11","Foreign","ITA",441467.01,7417
"2021-02-11","Foreign","LIE",214363.78,3467
"2021-02-11","Foreign","NLD",93164.37,1395
"2021-02-11","Foreign","RUS",180184.36,1468
"2021-02-11","Foreign","RoW",2251799.99,25348
"2021-02-11","Foreign","USA",550857.94,3945
"2021-02-12","Domestic","CHE",171146109.57,3212480
"2021-02-12","Foreign","AUT",136232.31,1779
"2021-02-12","Foreign","CHN",310413.65,1027
"2021-02-12","Foreign","DEU",1116530.95,15668
"2021-02-12","Foreign","FRA",1743912.3,30932
"2021-02-12","Foreign","GBR",790661.900000001,10354
"2021-02-12","Foreign","ITA",512371.04,8091
"2021-02-12","Foreign","LIE",338358.76,4917
"2021-02-12","Foreign","NLD",106270.14,1526
"2021-02-12","Foreign","RUS",209745.78,1514
"2021-02-12","Foreign","RoW",2644073.04999999,29272
"2021-02-12","Foreign","USA",699450.430000001,4757
"2021-02-13","Domestic","CHE",185851512.85,3251449
"2021-02-13","Foreign","AUT",100759.82,1658
"2021-02-13","Foreign","CHN",208345.64,1029
"2021-02-13","Foreign","DEU",1303396.74,16276
"2021-02-13","Foreign","FRA",1551916.19,22402
"2021-02-13","Foreign","GBR",861700.279999999,11612
"2021-02-13","Foreign","ITA",497199.290000001,7927
"2021-02-13","Foreign","LIE",411859.64,5916
"2021-02-13","Foreign","NLD",104189.86,1571
"2021-02-13","Foreign","RUS",184728.26,1582
"2021-02-13","Foreign","RoW",2280309.78999999,31097
"2021-02-13","Foreign","USA",367757.64,5055
"2021-02-14","Domestic","CHE",56052136.6199999,1070418
"2021-02-14","Foreign","AUT",65601.41,932
"2021-02-14","Foreign","CHN",135753.46,511
"2021-02-14","Foreign","DEU",1005177.11,10399
"2021-02-14","Foreign","FRA",1230413.82,14380
"2021-02-14","Foreign","GBR",699195.93,7203
"2021-02-14","Foreign","ITA",313471.37,4537
"2021-02-14","Foreign","LIE",59259.67,1227
"2021-02-14","Foreign","NLD",71977.6,1008
"2021-02-14","Foreign","RUS",96016.6,873
"2021-02-14","Foreign","RoW",1804627.82,18453
"2021-02-14","Foreign","USA",260821.23,3037
"2021-02-15","Domestic","CHE",121375587.29,2575309
"2021-02-15","Foreign","AUT",142759.15,1832
"2021-02-15","Foreign","CHN",677147.29,1248
"2021-02-15","Foreign","DEU",1122395.49,14820
"2021-02-15","Foreign","FRA",1688371.59,29801
"2021-02-15","Foreign","GBR",788968.459999999,9405
"2021-02-15","Foreign","ITA",564177.16,8206
"2021-02-15","Foreign","LIE",220333.81,3740
"2021-02-15","Foreign","NLD",100717.41,1486
"2021-02-15","Foreign","RUS",197945.64,1477
"2021-02-15","Foreign","RoW",2530094.99999998,28396
"2021-02-15","Foreign","USA",585402.83,4336
"2021-02-16","Domestic","CHE",122250775.72,2638263
"2021-02-16","Foreign","AUT",115681.24,1812
"2021-02-16","Foreign","CHN",611815.12,1078
"2021-02-16","Foreign","DEU",1005764,14140
"2021-02-16","Foreign","FRA",1591832.91,29146
"2021-02-16","Foreign","GBR",611004.669999999,8835
"2021-02-16","Foreign","ITA",481578.45,8028
"2021-02-16","Foreign","LIE",269592.81,4497
"2021-02-16","Foreign","NLD",74900.67,1322
"2021-02-16","Foreign","RUS",203040.59,1411
"2021-02-16","Foreign","RoW",2341790.79999999,27564
"2021-02-16","Foreign","USA",571447.12,3808
"2021-02-17","Domestic","CHE",123882722.33,2669933
"2021-02-17","Foreign","AUT",106308.64,1726
"2021-02-17","Foreign","CHN",653514.26,1090
"2021-02-17","Foreign","DEU",1018116.78,14098
"2021-02-17","Foreign","FRA",1631738.31,29819
"2021-02-17","Foreign","GBR",606994,8900
"2021-02-17","Foreign","ITA",471570.66,8087
"2021-02-17","Foreign","LIE",200982.7,3512
"2021-02-17","Foreign","NLD",121972.57,1406
"2021-02-17","Foreign","RUS",166281.45,1496
"2021-02-17","Foreign","RoW",2311292.75999999,28228
"2021-02-17","Foreign","USA",598508.01,3881
"2021-02-18","Domestic","CHE",129368462.89,2726390
"2021-02-18","Foreign","AUT",124635.97,1824
"2021-02-18","Foreign","CHN",1156090.08,1226
"2021-02-18","Foreign","DEU",1116455.74,14678
"2021-02-18","Foreign","FRA",1673032.35,31034
"2021-02-18","Foreign","GBR",712895.18,9361
"2021-02-18","Foreign","ITA",523396.820000001,8537
"2021-02-18","Foreign","LIE",222450.9,3708
"2021-02-18","Foreign","NLD",116835.6,1447
"2021-02-18","Foreign","RUS",165326.18,1522
"2021-02-18","Foreign","RoW",2516839.99999999,29085
"2021-02-18","Foreign","USA",530188.6,3921
"2021-02-19","Domestic","CHE",166032247.810001,3210885
"2021-02-19","Foreign","AUT",132514.11,1885
"2021-02-19","Foreign","CHN",704952.7,1343
"2021-02-19","Foreign","DEU",1390313.85,16385
"2021-02-19","Foreign","FRA",1974003.35,34231
"2021-02-19","Foreign","GBR",836484.82,10901
"2021-02-19","Foreign","ITA",589423.1,9445
"2021-02-19","Foreign","LIE",330371.35,4739
"2021-02-19","Foreign","NLD",111657.1,1696
"2021-02-19","Foreign","RUS",321011.93,1703
"2021-02-19","Foreign","RoW",3216892.52999998,32485
"2021-02-19","Foreign","USA",716454.42,4696
"2021-02-20","Domestic","CHE",175404761.360001,3225402
"2021-02-20","Foreign","AUT",103235.4,1644
"2021-02-20","Foreign","CHN",473963.8,1409
"2021-02-20","Foreign","DEU",1325695.4,16902
"2021-02-20","Foreign","FRA",1886579.16,26348
"2021-02-20","Foreign","GBR",954716.03,11955
"2021-02-20","Foreign","ITA",530834.97,8715
"2021-02-20","Foreign","LIE",365506.35,5458
"2021-02-20","Foreign","NLD",102028.83,1691
"2021-02-20","Foreign","RUS",283009.21,1829
"2021-02-20","Foreign","RoW",2747125.01999999,32071
"2021-02-20","Foreign","USA",402769.63,4987
"2021-02-21","Domestic","CHE",53800530.4599999,1139483
"2021-02-21","Foreign","AUT",61432.3,921
"2021-02-21","Foreign","CHN",175583.37,563
"2021-02-21","Foreign","DEU",971484.440000001,10280
"2021-02-21","Foreign","FRA",1419661.35,17708
"2021-02-21","Foreign","GBR",743413.3,7355
"2021-02-21","Foreign","ITA",346847.38,4769
"2021-02-21","Foreign","LIE",60231.99,1298
"2021-02-21","Foreign","NLD",60687.77,1100
"2021-02-21","Foreign","RUS",190749.54,971
"2021-02-21","Foreign","RoW",1839985.67,18005
"2021-02-21","Foreign","USA",321412.17,2830
"2021-02-22","Domestic","CHE",123480346.24,2664834
"2021-02-22","Foreign","AUT",150914.95,1798
"2021-02-22","Foreign","CHN",961824.47,1371
"2021-02-22","Foreign","DEU",1048750.12,14323
"2021-02-22","Foreign","FRA",1751832.08,32562
"2021-02-22","Foreign","GBR",702230.81,9475
"2021-02-22","Foreign","ITA",439141.3,7975
"2021-02-22","Foreign","LIE",202770.72,3526
"2021-02-22","Foreign","NLD",94060.79,1487
"2021-02-22","Foreign","RUS",163363.32,1608
"2021-02-22","Foreign","RoW",2568880.69999999,26388
"2021-02-22","Foreign","USA",711722.53,4385
"2021-02-23","Domestic","CHE",123704013.37,2710028
"2021-02-23","Foreign","AUT",125147.52,1821
"2021-02-23","Foreign","CHN",976055.48,1161
"2021-02-23","Foreign","DEU",998072.920000002,14331
"2021-02-23","Foreign","FRA",1543873.43,32218
"2021-02-23","Foreign","GBR",701797.850000001,9321
"2021-02-23","Foreign","ITA",423079.3,7659
"2021-02-23","Foreign","LIE",202752,3634
"2021-02-23","Foreign","NLD",94253.22,1501
"2021-02-23","Foreign","RUS",180772.6,1466
"2021-02-23","Foreign","RoW",2413426.69999999,25875
"2021-02-23","Foreign","USA",676358.91,3866
"2021-02-24","Domestic","CHE",127737948.25,2765365
"2021-02-24","Foreign","AUT",107698.26,1928
"2021-02-24","Foreign","CHN",723959.18,1231
"2021-02-24","Foreign","DEU",1026450.12,14456
"2021-02-24","Foreign","FRA",1711149.02,32463
"2021-02-24","Foreign","GBR",664309.48,9596
"2021-02-24","Foreign","ITA",419711.86,7949
"2021-02-24","Foreign","LIE",227377.55,3718
"2021-02-24","Foreign","NLD",102420.44,1532
"2021-02-24","Foreign","RUS",370925.56,1510
"2021-02-24","Foreign","RoW",2304681.03,26646
"2021-02-24","Foreign","USA",561985.55,4005
"2021-02-25","Domestic","CHE",152403002.53,3014210
"2021-02-25","Foreign","AUT",148202.65,2003
"2021-02-25","Foreign","CHN",1071894.95,1357
"2021-02-25","Foreign","DEU",1120791.15,15235
"2021-02-25","Foreign","FRA",1703321.62,33753
"2021-02-25","Foreign","GBR",691665.53,9489
"2021-02-25","Foreign","ITA",468824.71,8208
"2021-02-25","Foreign","LIE",251326.56,4079
"2021-02-25","Foreign","NLD",114978.92,1666
"2021-02-25","Foreign","RUS",263071.06,1704
"2021-02-25","Foreign","RoW",2556512.14999999,26950
"2021-02-25","Foreign","USA",562515.410000001,4028
"2021-02-26","Domestic","CHE",194532679.26,3504767
"2021-02-26","Foreign","AUT",150507.49,1971
"2021-02-26","Foreign","CHN",768353.61,1394
"2021-02-26","Foreign","DEU",1339717.1,16840
"2021-02-26","Foreign","FRA",2106606.17,35590
"2021-02-26","Foreign","GBR",909936.84,10940
"2021-02-26","Foreign","ITA",550251.519999999,8814
"2021-02-26","Foreign","LIE",370471.14,5372
"2021-02-26","Foreign","NLD",113680.73,1744
"2021-02-26","Foreign","RUS",266049.46,1712
"2021-02-26","Foreign","RoW",2766245.64999999,29821
"2021-02-26","Foreign","USA",676535.670000001,4770
"2021-02-27","Domestic","CHE",200817008.18,3416189
"2021-02-27","Foreign","AUT",118552.49,1576
"2021-02-27","Foreign","CHN",309265.82,1274
"2021-02-27","Foreign","DEU",1376525.67,17325
"2021-02-27","Foreign","FRA",1789706.79,24572
"2021-02-27","Foreign","GBR",854243.28,11317
"2021-02-27","Foreign","ITA",469031.840000001,8059
"2021-02-27","Foreign","LIE",462859.59,6207
"2021-02-27","Foreign","NLD",102937.65,1722
"2021-02-27","Foreign","RUS",238823.17,1875
"2021-02-27","Foreign","RoW",2247791.85999999,28944
"2021-02-27","Foreign","USA",405661.08,4698
"2021-02-28","Domestic","CHE",54211877.06,1142733
"2021-02-28","Foreign","AUT",101049.29,1033
"2021-02-28","Foreign","CHN",165247,829
"2021-02-28","Foreign","DEU",1225147.14,12128
"2021-02-28","Foreign","FRA",1051348.35,14894
"2021-02-28","Foreign","GBR",679349.67,7198
"2021-02-28","Foreign","ITA",306376.91,4875
"2021-02-28","Foreign","LIE",53219.41,1336
"2021-02-28","Foreign","NLD",65008.89,1100
"2021-02-28","Foreign","RUS",157722.65,983
"2021-02-28","Foreign","RoW",1675158.05,17623
"2021-02-28","Foreign","USA",339231.83,2847
"2021-03-01","Domestic","CHE",184040350.19,3335899
"2021-03-01","Foreign","AUT",187020.39,2260
"2021-03-01","Foreign","CHN",911055.62,1475
"2021-03-01","Foreign","DEU",1497996.19,18879
"2021-03-01","Foreign","FRA",1825808.56,33737
"2021-03-01","Foreign","GBR",902507.96,10909
"2021-03-01","Foreign","ITA",601591.9,9091
"2021-03-01","Foreign","LIE",388364.15,5544
"2021-03-01","Foreign","NLD",113486.84,1686
"2021-03-01","Foreign","RUS",302239.95,1964
"2021-03-01","Foreign","RoW",2967083.41999999,31264
"2021-03-01","Foreign","USA",633717.530000001,4700
"2021-03-02","Domestic","CHE",174192984.58,3298054
"2021-03-02","Foreign","AUT",154210.91,2078
"2021-03-02","Foreign","CHN",925444.32,1275
"2021-03-02","Foreign","DEU",1350944.72,17318
"2021-03-02","Foreign","FRA",1762102.86,34018
"2021-03-02","Foreign","GBR",687034.759999999,9858
"2021-03-02","Foreign","ITA",528795.08,8585
"2021-03-02","Foreign","LIE",409844.58,5550
"2021-03-02","Foreign","NLD",158751.68,1615
"2021-03-02","Foreign","RUS",273891.13,1878
"2021-03-02","Foreign","RoW",2793525.83,28619
"2021-03-02","Foreign","USA",609573.550000001,4291
"2021-03-03","Domestic","CHE",178291075.530001,3364748
"2021-03-03","Foreign","AUT",140778.38,2031
"2021-03-03","Foreign","CHN",1217792.14,1249
"2021-03-03","Foreign","DEU",1348588.21,17407
"2021-03-03","Foreign","FRA",1700041.71,33226
"2021-03-03","Foreign","GBR",677142.37,9830
"2021-03-03","Foreign","ITA",561088.480000001,8453
"2021-03-03","Foreign","LIE",408113.77,5707
"2021-03-03","Foreign","NLD",130247.38,1705
"2021-03-03","Foreign","RUS",305946.81,1795
"2021-03-03","Foreign","RoW",2790644.59999999,28691
"2021-03-03","Foreign","USA",729289.720000001,4295
"2021-03-04","Domestic","CHE",179985337.61,3382473
"2021-03-04","Foreign","AUT",169785.52,2157
"2021-03-04","Foreign","CHN",1292151.67,1213
"2021-03-04","Foreign","DEU",1431406.08,17878
"2021-03-04","Foreign","FRA",1809623.32,34641
"2021-03-04","Foreign","GBR",693425.03,9914
"2021-03-04","Foreign","ITA",522473.43,8561
"2021-03-04","Foreign","LIE",407946.25,5628
"2021-03-04","Foreign","NLD",109437.95,1532
"2021-03-04","Foreign","RUS",288882.15,1841
"2021-03-04","Foreign","RoW",2829753.69999998,29456
"2021-03-04","Foreign","USA",758387.510000001,4314
"2021-03-05","Domestic","CHE",219796911.7,3817209
"2021-03-05","Foreign","AUT",184173.56,2084
"2021-03-05","Foreign","CHN",1266620.1,1636
"2021-03-05","Foreign","DEU",1783307.93,19560
"2021-03-05","Foreign","FRA",1945829.18,37165
"2021-03-05","Foreign","GBR",827449.54,11259
"2021-03-05","Foreign","ITA",587394.99,9156
"2021-03-05","Foreign","LIE",538578.44,6828
"2021-03-05","Foreign","NLD",129134.08,1722
"2021-03-05","Foreign","RUS",388655.17,2003
"2021-03-05","Foreign","RoW",3057837.41999998,33238
"2021-03-05","Foreign","USA",715923.830000001,5117
"2021-03-06","Domestic","CHE",258049844.48,4073896
"2021-03-06","Foreign","AUT",171702.42,2072
"2021-03-06","Foreign","CHN",1053198.72,1630
"2021-03-06","Foreign","DEU",2028382.31,23010
"2021-03-06","Foreign","FRA",1797624.51,29506
"2021-03-06","Foreign","GBR",987182.72,12965
"2021-03-06","Foreign","ITA",549681.770000001,8454
"2021-03-06","Foreign","LIE",774542.1,9253
"2021-03-06","Foreign","NLD",140712.49,1968
"2021-03-06","Foreign","RUS",341923,2277
