"Date","Region","Canton","Amount CHF","Number of transactions"
"2020-08-21","Espace Mittelland","SO",4063710.24,83084
"2020-08-21","Lake Geneva","GE",11474380.03,204891
"2020-08-21","Lake Geneva","VD",17903623.71,323751
"2020-08-21","Lake Geneva","VS",9390931.21,150498
"2020-08-21","Northwestern","AG",11847942.31,232618
"2020-08-21","Northwestern","BL",4523866.84,87763
"2020-08-21","Northwestern","BS",4058932.27,104874
"2020-08-21","Ticino","TI",7284155.80999999,108549
"2020-08-21","Zurich","ZH",34641457.98,806250
"2020-08-22","9999","9999",35365.05,1009
"2020-08-22","Central","LU",12089528.98,195669
"2020-08-22","Central","NW",1362629.91,18666
"2020-08-22","Central","OW",789555.74,12128
"2020-08-22","Central","SZ",4518438.41,65203
"2020-08-22","Central","UR",913627.57,14826
"2020-08-22","Central","ZG",4073010.47,65636
"2020-08-22","Eastern","AI",380699.13,4737
"2020-08-22","Eastern","AR",654290.93,9943
"2020-08-22","Eastern","GL",778245.09,13499
"2020-08-22","Eastern","GR",7449806.07,101347
"2020-08-22","Eastern","SG",12242391.48,189480
"2020-08-22","Eastern","SH",1601236.94,31109
"2020-08-22","Eastern","TG",5508292.28,89720
"2020-08-22","Espace Mittelland","BE",24359773.68,432321
"2020-08-22","Espace Mittelland","FR",5917414.38,98157
"2020-08-22","Espace Mittelland","JU",1244075.21,19355
"2020-08-22","Espace Mittelland","NE",3735861.59,61104
"2020-08-22","Espace Mittelland","SO",5030330.03,86991
"2020-08-22","Lake Geneva","GE",12941081.86,197074
"2020-08-22","Lake Geneva","VD",21643011.54,337988
"2020-08-22","Lake Geneva","VS",10043038.84,147305
"2020-08-22","Northwestern","AG",15939660.46,257018
"2020-08-22","Northwestern","BL",5609566.41,87667
"2020-08-22","Northwestern","BS",5060143.14,103631
"2020-08-22","Ticino","TI",8055598.87,117543
"2020-08-22","Zurich","ZH",44072110.71,777707
"2020-08-23","9999","9999",33106.21,1148
"2020-08-23","Central","LU",2301872.74,56456
"2020-08-23","Central","NW",465808.51,6544
"2020-08-23","Central","OW",372378.81,5823
"2020-08-23","Central","SZ",1043942.47,20280
"2020-08-23","Central","UR",421094.1,7631
"2020-08-23","Central","ZG",622660.379999999,17786
"2020-08-23","Eastern","AI",118860.76,2080
"2020-08-23","Eastern","AR",191380.47,3169
"2020-08-23","Eastern","GL",199833.71,5165
"2020-08-23","Eastern","GR",3575561.4,45074
"2020-08-23","Eastern","SG",1983374.19,49161
"2020-08-23","Eastern","SH",394448.02,10960
"2020-08-23","Eastern","TG",1048051.31,21876
"2020-08-23","Espace Mittelland","BE",5603037.69,145643
"2020-08-23","Espace Mittelland","FR",1469346.49,36459
"2020-08-23","Espace Mittelland","JU",245841.2,5169
"2020-08-23","Espace Mittelland","NE",689046.89,14991
"2020-08-23","Espace Mittelland","SO",865418.99,23650
"2020-08-23","Lake Geneva","GE",2231845.58,56554
"2020-08-23","Lake Geneva","VD",4248193.15,102375
"2020-08-23","Lake Geneva","VS",3645581.73,63384
"2020-08-23","Northwestern","AG",2363729.88,65744
"2020-08-23","Northwestern","BL",804233.48,23858
"2020-08-23","Northwestern","BS",994515.06,35321
"2020-08-23","Ticino","TI",3382175.05,49271
"2020-08-23","Zurich","ZH",7798000.40000001,242687
"2020-08-24","9999","9999",32922.9,1236
"2020-08-24","Central","LU",6771162.5,147047
"2020-08-24","Central","NW",712445.14,13983
"2020-08-24","Central","OW",456884.87,9148
"2020-08-24","Central","SZ",2481563,46137
"2020-08-24","Central","UR",528083.23,10751
"2020-08-24","Central","ZG",2389565.14,57411
"2020-08-24","Eastern","AI",184552.69,3121
"2020-08-24","Eastern","AR",395731.75,8086
"2020-08-24","Eastern","GL",442979.15,9682
"2020-08-24","Eastern","GR",4796466.68,79146
"2020-08-24","Eastern","SG",6864964.44000001,145310
"2020-08-24","Eastern","SH",986885.21,24264
"2020-08-24","Eastern","TG",3101147.24,67379
"2020-08-24","Espace Mittelland","BE",14844372.1,363659
"2020-08-24","Espace Mittelland","FR",4191182.65,85323
"2020-08-24","Espace Mittelland","JU",761879.46,15073
"2020-08-24","Espace Mittelland","NE",2293966.67,48351
"2020-08-24","Espace Mittelland","SO",2687678.03,65758
"2020-08-24","Lake Geneva","GE",10142595.61,198249
"2020-08-24","Lake Geneva","VD",14010042.16,284054
"2020-08-24","Lake Geneva","VS",6612290.63,116507
"2020-08-24","Northwestern","AG",8327363.32,188838
"2020-08-24","Northwestern","BL",3283908.81,72910
"2020-08-24","Northwestern","BS",3191585.08,90764
"2020-08-24","Ticino","TI",6410862.97,100327
"2020-08-24","Zurich","ZH",26106128.63,695542
"2020-08-25","9999","9999",37000.51,1397
"2020-08-25","Central","LU",7647471.24,157298
"2020-08-25","Central","NW",855162.82,14652
"2020-08-25","Central","OW",570335.54,10404
"2020-08-25","Central","SZ",2789635.78,48853
"2020-08-25","Central","UR",576506.67,10981
"2020-08-25","Central","ZG",2740862.92,60009
"2020-08-25","Eastern","AI",213537.24,3477
"2020-08-25","Eastern","AR",494628.28,9216
"2020-08-25","Eastern","GL",506841.88,10909
"2020-08-25","Eastern","GR",4866061.02000001,80325
"2020-08-25","Eastern","SG",8095657.72,160299
"2020-08-25","Eastern","SH",1169964.03,27225
"2020-08-25","Eastern","TG",3755207.19,74563
"2020-08-25","Espace Mittelland","BE",16745928.23,390310
"2020-08-25","Espace Mittelland","FR",4846827.37,91626
"2020-08-25","Espace Mittelland","JU",936636.89,16901
"2020-08-25","Espace Mittelland","NE",2726621.26,53406
"2020-08-25","Espace Mittelland","SO",3385559.02,74077
"2020-08-25","Lake Geneva","GE",10651612.37,200678
"2020-08-25","Lake Geneva","VD",15483276.79,299932
"2020-08-25","Lake Geneva","VS",6995832.66999999,120390
"2020-08-25","Northwestern","AG",10008882.04,209030
"2020-08-25","Northwestern","BL",3753913.09,78347
"2020-08-25","Northwestern","BS",3597245.09,96734
"2020-08-25","Ticino","TI",7203079.7,100254
"2020-08-25","Zurich","ZH",30200036.04,741292
"2020-08-26","9999","9999",42550.28,1432
"2020-08-26","Central","LU",7829849.36,164346
"2020-08-26","Central","NW",823003.42,15225
"2020-08-26","Central","OW",550784.37,10508
"2020-08-26","Central","SZ",2904799.03,50510
"2020-08-26","Central","UR",618447.7,11391
"2020-08-26","Central","ZG",2894636.35,62834
"2020-08-26","Eastern","AI",233650.46,3572
"2020-08-26","Eastern","AR",493719.31,9482
"2020-08-26","Eastern","GL",529603.64,11385
"2020-08-26","Eastern","GR",4915418.57,82478
"2020-08-26","Eastern","SG",8411016.55,166567
"2020-08-26","Eastern","SH",1158412.34,27996
"2020-08-26","Eastern","TG",3830620.22,76917
"2020-08-26","Espace Mittelland","BE",17113190.52,396927
"2020-08-26","Espace Mittelland","FR",5069612.62,95291
"2020-08-26","Espace Mittelland","JU",966724.22,17241
"2020-08-26","Espace Mittelland","NE",2867298.4,54135
"2020-08-26","Espace Mittelland","SO",3428001.9,76121
"2020-08-26","Lake Geneva","GE",11021295.67,208240
"2020-08-26","Lake Geneva","VD",16297874.58,310215
"2020-08-26","Lake Geneva","VS",7365468.84,125029
"2020-08-26","Northwestern","AG",10297526.06,215665
"2020-08-26","Northwestern","BL",3775756.9,79156
"2020-08-26","Northwestern","BS",3660751.32,97048
"2020-08-26","Ticino","TI",6751792.3,99914
"2020-08-26","Zurich","ZH",31364037.95,764781
"2020-08-27","9999","9999",41465.65,1433
"2020-08-27","Central","LU",7959443.51,166271
"2020-08-27","Central","NW",822865.87,15314
"2020-08-27","Central","OW",599341.63,10815
"2020-08-27","Central","SZ",2922589.42,50814
"2020-08-27","Central","UR",627884.48,11794
"2020-08-27","Central","ZG",2887124.28,63227
"2020-08-27","Eastern","AI",261972.66,3836
"2020-08-27","Eastern","AR",479805.87,9481
"2020-08-27","Eastern","GL",539048,11540
"2020-08-27","Eastern","GR",5234662.89,82245
"2020-08-27","Eastern","SG",8767396.95,170062
"2020-08-27","Eastern","SH",1229345.78,28169
"2020-08-27","Eastern","TG",3962381.34,77494
"2020-08-27","Espace Mittelland","BE",17600843.1,405627
"2020-08-27","Espace Mittelland","FR",5212932.45,95824
"2020-08-27","Espace Mittelland","JU",1005053.3,17812
"2020-08-27","Espace Mittelland","NE",3039853.58,55652
"2020-08-27","Espace Mittelland","SO",3644344.82,78669
"2020-08-27","Lake Geneva","GE",12231965.68,217348
"2020-08-27","Lake Geneva","VD",16094304.2,304100
"2020-08-27","Lake Geneva","VS",7433539.35,122903
"2020-08-27","Northwestern","AG",10582125.95,216764
"2020-08-27","Northwestern","BL",3917534.83,80136
"2020-08-27","Northwestern","BS",3786176.07,100659
"2020-08-27","Ticino","TI",7457888.04,106993
"2020-08-27","Zurich","ZH",30229805.77,739563
"2020-08-28","9999","9999",39867.56,1370
"2020-08-28","Central","LU",10921306.55,197494
"2020-08-28","Central","NW",1167835.18,17882
"2020-08-28","Central","OW",717727.61,11709
"2020-08-28","Central","SZ",3899064.84,60018
"2020-08-28","Central","UR",861925.58,13851
"2020-08-28","Central","ZG",3929738.43,73422
"2020-08-28","Eastern","AI",324973.64,4135
"2020-08-28","Eastern","AR",643184.34,10538
"2020-08-28","Eastern","GL",722523.05,13277
"2020-08-28","Eastern","GR",6728191.24000001,93325
"2020-08-28","Eastern","SG",11215273.06,193662
"2020-08-28","Eastern","SH",1434717.02,30906
"2020-08-28","Eastern","TG",4928570.77,87473
"2020-08-28","Espace Mittelland","BE",23568963.91,452874
"2020-08-28","Espace Mittelland","FR",6246930.00000001,105962
"2020-08-28","Espace Mittelland","JU",1298818.01,20614
"2020-08-28","Espace Mittelland","NE",3661335.77,61490
"2020-08-28","Espace Mittelland","SO",4607178.17,86422
"2020-08-28","Lake Geneva","GE",12876936.69,215562
"2020-08-28","Lake Geneva","VD",19674905.74,334266
"2020-08-28","Lake Geneva","VS",9895042.79,143795
"2020-08-28","Northwestern","AG",13881516.76,249299
"2020-08-28","Northwestern","BL",5045638.84,90319
"2020-08-28","Northwestern","BS",4236609.21,102059
"2020-08-28","Ticino","TI",8440221.2,108752
"2020-08-28","Zurich","ZH",37137853.72,799403
"2020-08-29","9999","9999",36495.52,1126
"2020-08-29","Central","LU",13122888.27,202660
"2020-08-29","Central","NW",1324704.32,18622
"2020-08-29","Central","OW",723514.97,10825
"2020-08-29","Central","SZ",4713873.29,66779
"2020-08-29","Central","UR",805849.34,13381
"2020-08-29","Central","ZG",4329577.50999999,68438
"2020-08-29","Eastern","AI",358875.62,4280
"2020-08-29","Eastern","AR",721364.4,10265
"2020-08-29","Eastern","GL",837197.59,13487
"2020-08-29","Eastern","GR",7049887.02,89717
"2020-08-29","Eastern","SG",14016226.03,203583
"2020-08-29","Eastern","SH",1763510.07,32472
"2020-08-29","Eastern","TG",5936008.54,95275
"2020-08-29","Espace Mittelland","BE",25867534.53,441224
"2020-08-29","Espace Mittelland","FR",6404007.37,103065
"2020-08-29","Espace Mittelland","JU",1357824.57,20722
"2020-08-29","Espace Mittelland","NE",4242733.17,65551
"2020-08-29","Espace Mittelland","SO",5520683.65,93540
"2020-08-29","Lake Geneva","GE",15668676.6,220011
"2020-08-29","Lake Geneva","VD",24338773.8,364323
"2020-08-29","Lake Geneva","VS",10790153.34,141182
"2020-08-29","Northwestern","AG",17914318.15,277229
"2020-08-29","Northwestern","BL",6176093.17,94685
"2020-08-29","Northwestern","BS",5453839.89,107375
"2020-08-29","Ticino","TI",8344822.67,111929
"2020-08-29","Zurich","ZH",46061929.83,782561
"2020-08-30","9999","9999",35122.67,1142
"2020-08-30","Central","LU",2036412.09,49302
"2020-08-30","Central","NW",331192.83,4141
"2020-08-30","Central","OW",316318.38,3485
"2020-08-30","Central","SZ",851625.39,14668
"2020-08-30","Central","UR",309106.63,5358
"2020-08-30","Central","ZG",562980.39,14971
"2020-08-30","Eastern","AI",85725.67,872
"2020-08-30","Eastern","AR",165256.96,2498
"2020-08-30","Eastern","GL",151442.34,3835
"2020-08-30","Eastern","GR",2750673.3,31939
"2020-08-30","Eastern","SG",1893512.75,42906
"2020-08-30","Eastern","SH",325651.38,8720
"2020-08-30","Eastern","TG",843393.16,17908
"2020-08-30","Espace Mittelland","BE",4606351.85000001,119310
"2020-08-30","Espace Mittelland","FR",1304812.84,32282
"2020-08-30","Espace Mittelland","JU",224841.4,4584
"2020-08-30","Espace Mittelland","NE",614058.760000001,12850
"2020-08-30","Espace Mittelland","SO",759359.04,20029
"2020-08-30","Lake Geneva","GE",4305282.35,84522
"2020-08-30","Lake Geneva","VD",3623178.02,87077
"2020-08-30","Lake Geneva","VS",2991165.88,45759
"2020-08-30","Northwestern","AG",2366982.57,61417
"2020-08-30","Northwestern","BL",764411.89,21556
"2020-08-30","Northwestern","BS",929527.39,31975
"2020-08-30","Ticino","TI",3093571.81,42185
"2020-08-30","Zurich","ZH",7272051.61,205826
"2020-08-31","9999","9999",32423.29,1280
"2020-08-31","Central","LU",7377231.64999999,155541
"2020-08-31","Central","NW",755911.66,13672
"2020-08-31","Central","OW",446884.38,8845
"2020-08-31","Central","SZ",2684542.25,47819
"2020-08-31","Central","UR",531304.45,10335
"2020-08-31","Central","ZG",2506702.81,58258
"2020-08-31","Eastern","AI",173623.21,2741
"2020-08-31","Eastern","AR",420370.22,8245
"2020-08-31","Eastern","GL",472380.96,10023
"2020-08-31","Eastern","GR",4307069.45,72180
"2020-08-31","Eastern","SG",7931259.99,157236
"2020-08-31","Eastern","SH",1032068.04,25608
"2020-08-31","Eastern","TG",3489464.18,71743
"2020-08-31","Espace Mittelland","BE",15822491.94,368528
"2020-08-31","Espace Mittelland","FR",4267078.24000001,84410
"2020-08-31","Espace Mittelland","JU",843735,15720
"2020-08-31","Espace Mittelland","NE",2481979.86,50164
"2020-08-31","Espace Mittelland","SO",3076223.87,69341
"2020-08-31","Lake Geneva","GE",11135489.6,202257
"2020-08-31","Lake Geneva","VD",14804299.15,287275
"2020-08-31","Lake Geneva","VS",6154455.63,107721
"2020-08-31","Northwestern","AG",9688898.25999999,204343
"2020-08-31","Northwestern","BL",3612556.86,75407
"2020-08-31","Northwestern","BS",3487605.09,93243
"2020-08-31","Ticino","TI",7004903.82,102661
"2020-08-31","Zurich","ZH",27947712.65,696983
"2020-09-01","9999","9999",34214.04,1351
"2020-09-01","Central","LU",7625674.27,154300
"2020-09-01","Central","NW",757744.33,13808
"2020-09-01","Central","OW",463531,9021
"2020-09-01","Central","SZ",2701529.37,47319
"2020-09-01","Central","UR",540446.45,10058
"2020-09-01","Central","ZG",2741915.45,59429
"2020-09-01","Eastern","AI",189719.63,2766
"2020-09-01","Eastern","AR",445128.33,8203
"2020-09-01","Eastern","GL",510275.18,10288
"2020-09-01","Eastern","GR",4338683.78,71351
"2020-09-01","Eastern","SG",7971497.33999999,156588
"2020-09-01","Eastern","SH",1072096.44,25230
"2020-09-01","Eastern","TG",3451099.66,70856
"2020-09-01","Espace Mittelland","BE",15760676.64,374087
"2020-09-01","Espace Mittelland","FR",4309259.13,84268
"2020-09-01","Espace Mittelland","JU",883480.2,16104
"2020-09-01","Espace Mittelland","NE",2437728.96,50118
"2020-09-01","Espace Mittelland","SO",3167255.09,70609
"2020-09-01","Lake Geneva","GE",10909277.68,200926
"2020-09-01","Lake Geneva","VD",14559442.38,283192
"2020-09-01","Lake Geneva","VS",6240193.91,107697
"2020-09-01","Northwestern","AG",9713023.52999999,204096
"2020-09-01","Northwestern","BL",3584826.98,74966
"2020-09-01","Northwestern","BS",3549204.14,94484
"2020-09-01","Ticino","TI",6269878.58,98411
"2020-09-01","Zurich","ZH",28038554.2,698217
"2020-09-02","9999","9999",35481.29,1341
"2020-09-02","Central","LU",7647577.05,161357
"2020-09-02","Central","NW",813344.4,14543
"2020-09-02","Central","OW",480666.4,9405
"2020-09-02","Central","SZ",2840419.33,49812
"2020-09-02","Central","UR",577677.56,10618
"2020-09-02","Central","ZG",2884818,62196
"2020-09-02","Eastern","AI",229422.7,3332
"2020-09-02","Eastern","AR",456696.81,8805
"2020-09-02","Eastern","GL",518040.6,10761
"2020-09-02","Eastern","GR",4379226.49,75619
"2020-09-02","Eastern","SG",8341023.92,165137
"2020-09-02","Eastern","SH",1136304.02,27021
"2020-09-02","Eastern","TG",3536952.18,72970
"2020-09-02","Espace Mittelland","BE",16617947.65,385457
"2020-09-02","Espace Mittelland","FR",4407813.97999999,87078
"2020-09-02","Espace Mittelland","JU",923069.56,16931
"2020-09-02","Espace Mittelland","NE",2673846.22,52684
"2020-09-02","Espace Mittelland","SO",3413496.44,74981
"2020-09-02","Lake Geneva","GE",11241515.44,207840
"2020-09-02","Lake Geneva","VD",15467634.25,299176
"2020-09-02","Lake Geneva","VS",6774142.55,114997
"2020-09-02","Northwestern","AG",10057759.58,213056
"2020-09-02","Northwestern","BL",3701690.18,77464
"2020-09-02","Northwestern","BS",3725871.86,97387
"2020-09-02","Ticino","TI",6967038.39000001,104839
"2020-09-02","Zurich","ZH",28912335.07,718085
"2020-09-03","9999","9999",38034.57,1420
"2020-09-03","Central","LU",7720506.1,163166
"2020-09-03","Central","NW",821850.54,14984
"2020-09-03","Central","OW",560996.42,10802
"2020-09-03","Central","SZ",2822320.63,50194
"2020-09-03","Central","UR",603083.6,11162
"2020-09-03","Central","ZG",2853733.07,63274
"2020-09-03","Eastern","AI",247288.7,3834
"2020-09-03","Eastern","AR",496222.01,9245
"2020-09-03","Eastern","GL",525792.15,11384
"2020-09-03","Eastern","GR",4313971.76,75931
"2020-09-03","Eastern","SG",8511348.3,166169
"2020-09-03","Eastern","SH",1181166.48,27728
"2020-09-03","Eastern","TG",3679363.96,74955
"2020-09-03","Espace Mittelland","BE",17389487.21,402554
"2020-09-03","Espace Mittelland","FR",4485435.32,87978
"2020-09-03","Espace Mittelland","JU",939671.77,17433
"2020-09-03","Espace Mittelland","NE",2774221.54,54875
"2020-09-03","Espace Mittelland","SO",3390419.21,74213
"2020-09-03","Lake Geneva","GE",11194195.29,215819
"2020-09-03","Lake Geneva","VD",15147888.19,296593
"2020-09-03","Lake Geneva","VS",6967476.15,116885
"2020-09-03","Northwestern","AG",10552130.38,217219
"2020-09-03","Northwestern","BL",3751472.87,78841
"2020-09-03","Northwestern","BS",3698666.32,97572
"2020-09-03","Ticino","TI",7145268.04999999,107406
"2020-09-03","Zurich","ZH",29340061.3399999,727797
"2020-09-04","9999","9999",45864.88,1500
"2020-09-04","Central","LU",9990374.67,192286
"2020-09-04","Central","NW",1064974.57,18536
"2020-09-04","Central","OW",732667.09,13105
"2020-09-04","Central","SZ",3562446.99,59915
"2020-09-04","Central","UR",828815.72,14687
"2020-09-04","Central","ZG",3671980.93,71502
"2020-09-04","Eastern","AI",343135.81,4797
"2020-09-04","Eastern","AR",623140.48,11172
"2020-09-04","Eastern","GL",697854.34,13802
"2020-09-04","Eastern","GR",5713782.62,92787
"2020-09-04","Eastern","SG",10339206.11,188841
"2020-09-04","Eastern","SH",1391900.64,30942
"2020-09-04","Eastern","TG",4602409.75000001,86615
"2020-09-04","Espace Mittelland","BE",21470186.08,455652
"2020-09-04","Espace Mittelland","FR",5867269.94,106413
"2020-09-04","Espace Mittelland","JU",1193449.23,20675
"2020-09-04","Espace Mittelland","NE",3459409.88,61713
"2020-09-04","Espace Mittelland","SO",4095326.6,81623
"2020-09-04","Lake Geneva","GE",12754733.4,224128
"2020-09-04","Lake Geneva","VD",19299257.1,342728
"2020-09-04","Lake Geneva","VS",9211256.13999999,143811
"2020-09-04","Northwestern","AG",12613857.11,244517
"2020-09-04","Northwestern","BL",4753432.73,90173
"2020-09-04","Northwestern","BS",4326200.64,107401
"2020-09-04","Ticino","TI",8316544.34999999,116128
"2020-09-04","Zurich","ZH",35589124.46,806486
"2020-09-05","9999","9999",45299.99,1323
"2020-09-05","Central","LU",11219439.97,194994
"2020-09-05","Central","NW",1282970.74,19903
"2020-09-05","Central","OW",888977.36,15476
"2020-09-05","Central","SZ",4326672.37,68245
"2020-09-05","Central","UR",854895.5,15602
"2020-09-05","Central","ZG",3666956.02,64392
"2020-09-05","Eastern","AI",436534.27,6244
"2020-09-05","Eastern","AR",693564.21,11484
"2020-09-05","Eastern","GL",831207.49,15955
"2020-09-05","Eastern","GR",6874737.37,102996
"2020-09-05","Eastern","SG",11821978.51,195043
"2020-09-05","Eastern","SH",1600443.45,32210
"2020-09-05","Eastern","TG",5492045.16,93777
"2020-09-05","Espace Mittelland","BE",23238105.85,441402
"2020-09-05","Espace Mittelland","FR",5810647.26,100866
"2020-09-05","Espace Mittelland","JU",1231622.5,19872
"2020-09-05","Espace Mittelland","NE",3823149.28,63069
"2020-09-05","Espace Mittelland","SO",4509563.65,84210
"2020-09-05","Lake Geneva","GE",13641227.3,202060
"2020-09-05","Lake Geneva","VD",21796584.02,349561
"2020-09-05","Lake Geneva","VS",9698170.76000001,145658
"2020-09-05","Northwestern","AG",15230209.57,259654
"2020-09-05","Northwestern","BL",5418934.54,89618
"2020-09-05","Northwestern","BS",5032154.97,104538
"2020-09-05","Ticino","TI",9091391.84999999,127123
"2020-09-05","Zurich","ZH",41045475.48,769192
"2020-09-06","9999","9999",37147.79,1276
"2020-09-06","Central","LU",2201454.99,54429
"2020-09-06","Central","NW",427156.75,5007
"2020-09-06","Central","OW",346690.56,4629
"2020-09-06","Central","SZ",988225.95,17057
"2020-09-06","Central","UR",420046.72,6907
"2020-09-06","Central","ZG",621344.92,16877
"2020-09-06","Eastern","AI",96788.13,1332
"2020-09-06","Eastern","AR",228822.69,2704
"2020-09-06","Eastern","GL",194793.55,4726
"2020-09-06","Eastern","GR",3797914.35,44675
"2020-09-06","Eastern","SG",2080325.67,47351
"2020-09-06","Eastern","SH",375351.58,10554
"2020-09-06","Eastern","TG",948835.55,20473
"2020-09-06","Espace Mittelland","BE",5493168.29,143018
"2020-09-06","Espace Mittelland","FR",1479236.11,36104
"2020-09-06","Espace Mittelland","JU",240431.33,5195
"2020-09-06","Espace Mittelland","NE",718515.69,14901
"2020-09-06","Espace Mittelland","SO",850960.78,22410
"2020-09-06","Lake Geneva","GE",2153361.9,53499
"2020-09-06","Lake Geneva","VD",4226352.74,100931
"2020-09-06","Lake Geneva","VS",3384347.12,58500
"2020-09-06","Northwestern","AG",2434664.2,66922
"2020-09-06","Northwestern","BL",842680.39,24067
"2020-09-06","Northwestern","BS",1029720.94,35123
"2020-09-06","Ticino","TI",3705480.61,51728
"2020-09-06","Zurich","ZH",7520547.34000001,223382
"2020-09-07","9999","9999",32243.15,1336
"2020-09-07","Central","LU",7010247.73000001,155430
"2020-09-07","Central","NW",751432.25,14411
"2020-09-07","Central","OW",476336.63,9371
"2020-09-07","Central","SZ",2597266.11,48063
"2020-09-07","Central","UR",546164.26,10770
"2020-09-07","Central","ZG",2533521.44,59552
"2020-09-07","Eastern","AI",183063.65,2989
"2020-09-07","Eastern","AR",403173.99,8216
"2020-09-07","Eastern","GL",491647.31,10489
"2020-09-07","Eastern","GR",4626757.8,77184
"2020-09-07","Eastern","SG",7802828.53,160627
"2020-09-07","Eastern","SH",1009043.29,25694
"2020-09-07","Eastern","TG",3322829.5,72295
"2020-09-07","Espace Mittelland","BE",15515160.17,376177
"2020-09-07","Espace Mittelland","FR",4126737.58,84781
"2020-09-07","Espace Mittelland","JU",812154.36,16163
"2020-09-07","Espace Mittelland","NE",2345878.54,50556
"2020-09-07","Espace Mittelland","SO",2735762.29,66269
"2020-09-07","Lake Geneva","GE",10425030.27,201095
"2020-09-07","Lake Geneva","VD",14190060.3,286180
"2020-09-07","Lake Geneva","VS",6416854.18000001,112894
"2020-09-07","Northwestern","AG",9003269.97999999,201270
"2020-09-07","Northwestern","BL",3441243.27,76158
"2020-09-07","Northwestern","BS",3361463.18,93203
"2020-09-07","Ticino","TI",7091727.31000001,105189
"2020-09-07","Zurich","ZH",26882404.95,698366
"2020-09-08","9999","9999",31909.55,1334
"2020-09-08","Central","LU",7030975.37000001,152581
"2020-09-08","Central","NW",746129.21,14049
"2020-09-08","Central","OW",500017.23,9913
"2020-09-08","Central","SZ",2604171.09,47548
"2020-09-08","Central","UR",561894.47,10476
"2020-09-08","Central","ZG",2589636.88,57775
"2020-09-08","Eastern","AI",225280.16,3625
"2020-09-08","Eastern","AR",468106.44,9030
"2020-09-08","Eastern","GL",468000.53,10325
"2020-09-08","Eastern","GR",3987298.72,73758
"2020-09-08","Eastern","SG",7915231.44,160846
"2020-09-08","Eastern","SH",1040482.65,25696
"2020-09-08","Eastern","TG",3271969.89,69939
"2020-09-08","Espace Mittelland","BE",15368938.67,376160
"2020-09-08","Espace Mittelland","FR",4034584.59,82750
"2020-09-08","Espace Mittelland","JU",851886.47,15919
"2020-09-08","Espace Mittelland","NE",2362145.06,50014
"2020-09-08","Espace Mittelland","SO",2915550.39,67473
"2020-09-08","Lake Geneva","GE",10319771.37,202843
"2020-09-08","Lake Geneva","VD",13555667.52,279321
"2020-09-08","Lake Geneva","VS",6511718.45,112161
"2020-09-08","Northwestern","AG",9141223.51,201067
"2020-09-08","Northwestern","BL",3365579.42,74749
"2020-09-08","Northwestern","BS",3433561.88,93486
"2020-09-08","Ticino","TI",6155023.64,97299
"2020-09-08","Zurich","ZH",27095299.02,694833
"2020-09-09","9999","9999",36629.78,1441
"2020-09-09","Central","LU",7156950.16,159136
"2020-09-09","Central","NW",779251.81,14669
"2020-09-09","Central","OW",521944.24,10431
"2020-09-09","Central","SZ",2767405.26,49965
"2020-09-09","Central","UR",573651.39,10805
"2020-09-09","Central","ZG",2745741.05,61163
"2020-09-09","Eastern","AI",259639.67,4074
"2020-09-09","Eastern","AR",477252.46,9393
"2020-09-09","Eastern","GL",522180.27,11339
"2020-09-09","Eastern","GR",4152205.95,76993
"2020-09-09","Eastern","SG",7719608.56,161345
"2020-09-09","Eastern","SH",1075523.22,26531
"2020-09-09","Eastern","TG",3421591.81,72282
"2020-09-09","Espace Mittelland","BE",15709517.96,388018
"2020-09-09","Espace Mittelland","FR",4226467.83,86493
"2020-09-09","Espace Mittelland","JU",896558.28,16656
"2020-09-09","Espace Mittelland","NE",2721623.73,52325
"2020-09-09","Espace Mittelland","SO",2981837.05,70030
"2020-09-09","Lake Geneva","GE",11817130.15,221242
"2020-09-09","Lake Geneva","VD",14728931.22,294420
"2020-09-09","Lake Geneva","VS",6719271.18,117307
"2020-09-09","Northwestern","AG",9552627.72000001,209161
"2020-09-09","Northwestern","BL",3447002.78,76744
"2020-09-09","Northwestern","BS",3475460.89,96025
"2020-09-09","Ticino","TI",6549795.78999999,100973
"2020-09-09","Zurich","ZH",27873119.77,714802
"2020-09-10","9999","9999",38412.76,1496
"2020-09-10","Central","LU",7576282.16,162081
"2020-09-10","Central","NW",794597.42,15029
"2020-09-10","Central","OW",570063.949999999,10550
"2020-09-10","Central","SZ",2719794.6,49517
"2020-09-10","Central","UR",610152.17,11442
"2020-09-10","Central","ZG",2795549.34,62515
"2020-09-10","Eastern","AI",228459.84,3633
"2020-09-10","Eastern","AR",506677.44,9260
"2020-09-10","Eastern","GL",521735.85,11146
"2020-09-10","Eastern","GR",4531352.01999999,77882
"2020-09-10","Eastern","SG",8287691.04,166088
"2020-09-10","Eastern","SH",1154907.57,26782
"2020-09-10","Eastern","TG",3528193.55,74074
"2020-09-10","Espace Mittelland","BE",17276274.8,400598
"2020-09-10","Espace Mittelland","FR",4566969.36,91149
"2020-09-10","Espace Mittelland","JU",976347.620000001,18084
"2020-09-10","Espace Mittelland","NE",2763454.36,55660
"2020-09-10","Espace Mittelland","SO",3352396.48,74591
"2020-09-10","Lake Geneva","GE",2323151.63,57593
"2020-09-10","Lake Geneva","VD",16892619.94,319905
"2020-09-10","Lake Geneva","VS",7083119.35,119011
"2020-09-10","Northwestern","AG",9940077.71,212261
