"Date","Region","Canton","Amount CHF","Number of transactions"
"2019-06-23","Northwestern","BL",726163.98,19518
"2019-06-23","Northwestern","BS",1130574.51,32379
"2019-06-23","Ticino","TI",3202312.47,44269
"2019-06-23","Zurich","ZH",9239155.28,244833
"2019-06-24","9999","9999",32692.68,1297
"2019-06-24","Central","LU",7962941.27999999,121968
"2019-06-24","Central","NW",735587.29,10877
"2019-06-24","Central","OW",473266.82,7516
"2019-06-24","Central","SZ",2384059.13,38286
"2019-06-24","Central","UR",465771.51,7850
"2019-06-24","Central","ZG",2562194.23,48331
"2019-06-24","Eastern","AI",147270.6,2187
"2019-06-24","Eastern","AR",338837.28,6383
"2019-06-24","Eastern","GL",391964.6,7634
"2019-06-24","Eastern","GR",3393866.83999999,53487
"2019-06-24","Eastern","SG",6298294.36,118582
"2019-06-24","Eastern","SH",923900.670000001,19608
"2019-06-24","Eastern","TG",2798750.46,53100
"2019-06-24","Espace Mittelland","BE",15865070.14,295375
"2019-06-24","Espace Mittelland","FR",3836195.58,70415
"2019-06-24","Espace Mittelland","JU",782942.39,13814
"2019-06-24","Espace Mittelland","NE",2374094,48197
"2019-06-24","Espace Mittelland","SO",2557908.03,53241
"2019-06-24","Lake Geneva","GE",12836844.08,233895
"2019-06-24","Lake Geneva","VD",13913042.72,265005
"2019-06-24","Lake Geneva","VS",5314354.52000001,84041
"2019-06-24","Northwestern","AG",7888152.29,155366
"2019-06-24","Northwestern","BL",3076189.69,61134
"2019-06-24","Northwestern","BS",3658380.29,90311
"2019-06-24","Ticino","TI",5688530.03,80854
"2019-06-24","Zurich","ZH",28157629.52,676417
"2019-06-25","9999","9999",42402.35,1501
"2019-06-25","Central","LU",9537813,130944
"2019-06-25","Central","NW",756590.969999999,11136
"2019-06-25","Central","OW",506802.2,8149
"2019-06-25","Central","SZ",2568856.91,40014
"2019-06-25","Central","UR",497912.4,8038
"2019-06-25","Central","ZG",2603792.28,49882
"2019-06-25","Eastern","AI",175138.65,2378
"2019-06-25","Eastern","AR",414686.97,7161
"2019-06-25","Eastern","GL",464548.74,8581
"2019-06-25","Eastern","GR",3476756.82,54834
"2019-06-25","Eastern","SG",7669997.81,135503
"2019-06-25","Eastern","SH",1027372.75,21449
"2019-06-25","Eastern","TG",3318949.54,60542
"2019-06-25","Espace Mittelland","BE",16599745.24,318900
"2019-06-25","Espace Mittelland","FR",4201546.73,75092
"2019-06-25","Espace Mittelland","JU",869934.15,15413
"2019-06-25","Espace Mittelland","NE",2816321.63,53040
"2019-06-25","Espace Mittelland","SO",3020539.78,59830
"2019-06-25","Lake Geneva","GE",13464562.34,238917
"2019-06-25","Lake Geneva","VD",15347446.44,283817
"2019-06-25","Lake Geneva","VS",5571578.31,85890
"2019-06-25","Northwestern","AG",9140931.21,173901
"2019-06-25","Northwestern","BL",3321957.15,64668
"2019-06-25","Northwestern","BS",4037312.66,95662
"2019-06-25","Ticino","TI",6996050.88,81704
"2019-06-25","Zurich","ZH",30708970.19,724546
"2019-06-26","9999","9999",41201.24,1471
"2019-06-26","Central","LU",9452434.69999999,141983
"2019-06-26","Central","NW",828413,12080
"2019-06-26","Central","OW",543351.5,8428
"2019-06-26","Central","SZ",2659824.57,42161
"2019-06-26","Central","UR",515170.71,8447
"2019-06-26","Central","ZG",2814533,52570
"2019-06-26","Eastern","AI",183618.78,2505
"2019-06-26","Eastern","AR",459120.34,7458
"2019-06-26","Eastern","GL",477757.87,8828
"2019-06-26","Eastern","GR",3696712.81,57479
"2019-06-26","Eastern","SG",8580389.94000001,145668
"2019-06-26","Eastern","SH",1054533.67,22748
"2019-06-26","Eastern","TG",3468189.96,63232
"2019-06-26","Espace Mittelland","BE",17965000.06,332020
"2019-06-26","Espace Mittelland","FR",4569607.27999999,81048
"2019-06-26","Espace Mittelland","JU",937891.76,16172
"2019-06-26","Espace Mittelland","NE",2870945.77,55546
"2019-06-26","Espace Mittelland","SO",3179944.93,63302
"2019-06-26","Lake Geneva","GE",14394493.65,249655
"2019-06-26","Lake Geneva","VD",16983856.97,305019
"2019-06-26","Lake Geneva","VS",5721578.45,88976
"2019-06-26","Northwestern","AG",9958778.18,183696
"2019-06-26","Northwestern","BL",3453706.51,67103
"2019-06-26","Northwestern","BS",4139172.84,97329
"2019-06-26","Ticino","TI",6058372.53,81851
"2019-06-26","Zurich","ZH",31873883.38,748485
"2019-06-27","9999","9999",44909.47,1576
"2019-06-27","Central","LU",9285358.05,142756
"2019-06-27","Central","NW",865909.88,12044
"2019-06-27","Central","OW",525821.74,8422
"2019-06-27","Central","SZ",2725393.96,42284
"2019-06-27","Central","UR",560194.88,8504
"2019-06-27","Central","ZG",2939540.15,54353
"2019-06-27","Eastern","AI",194081.33,2459
"2019-06-27","Eastern","AR",451883.33,7415
"2019-06-27","Eastern","GL",489010.95,8984
"2019-06-27","Eastern","GR",4012667.79,58974
"2019-06-27","Eastern","SG",9454357.79000001,154056
"2019-06-27","Eastern","SH",1073354.83,22607
"2019-06-27","Eastern","TG",3652882.98,63856
"2019-06-27","Espace Mittelland","BE",18514621.27,340090
"2019-06-27","Espace Mittelland","FR",4647732.49,82711
"2019-06-27","Espace Mittelland","JU",979916.47,16973
"2019-06-27","Espace Mittelland","NE",3293076.37,58675
"2019-06-27","Espace Mittelland","SO",3395442.19,65901
"2019-06-27","Lake Geneva","GE",15705350.04,261975
"2019-06-27","Lake Geneva","VD",16678326.04,298135
"2019-06-27","Lake Geneva","VS",5918886.94,90219
"2019-06-27","Northwestern","AG",10097122.52,183993
"2019-06-27","Northwestern","BL",3565154.66,67190
"2019-06-27","Northwestern","BS",4463561.57,98767
"2019-06-27","Ticino","TI",7163110.49,90030
"2019-06-27","Zurich","ZH",32687238.52,750638
"2019-06-28","9999","9999",43615.2,1436
"2019-06-28","Central","LU",11220540.65,162198
"2019-06-28","Central","NW",1081874.83,14405
"2019-06-28","Central","OW",731112.959999999,9989
"2019-06-28","Central","SZ",3487377.51,49391
"2019-06-28","Central","UR",731444.39,10995
"2019-06-28","Central","ZG",3675434.12,61095
"2019-06-28","Eastern","AI",252972.33,2982
"2019-06-28","Eastern","AR",581907.66,8128
"2019-06-28","Eastern","GL",645270.04,10516
"2019-06-28","Eastern","GR",5015696.47,69556
"2019-06-28","Eastern","SG",10757019.31,164182
"2019-06-28","Eastern","SH",1299882.61,25199
"2019-06-28","Eastern","TG",4405621.65,71050
"2019-06-28","Espace Mittelland","BE",22092138.08,375660
"2019-06-28","Espace Mittelland","FR",5941527.18,93834
"2019-06-28","Espace Mittelland","JU",1236679.74,19146
"2019-06-28","Espace Mittelland","NE",3552108.12,61035
"2019-06-28","Espace Mittelland","SO",4013124.12,70412
"2019-06-28","Lake Geneva","GE",16623688.31,260573
"2019-06-28","Lake Geneva","VD",20595174.63,339774
"2019-06-28","Lake Geneva","VS",7922120.84,109097
"2019-06-28","Northwestern","AG",12425790.74,205506
"2019-06-28","Northwestern","BL",4385551.67,75511
"2019-06-28","Northwestern","BS",4848700.72,100382
"2019-06-28","Ticino","TI",8048580.21,98333
"2019-06-28","Zurich","ZH",39042932.24,798615
"2019-06-29","9999","9999",44583.98,1199
"2019-06-29","Central","LU",12380785.75,160369
"2019-06-29","Central","NW",1260881.53,16421
"2019-06-29","Central","OW",805549.81,11761
"2019-06-29","Central","SZ",4190939.99,56492
"2019-06-29","Central","UR",793898.6,12197
"2019-06-29","Central","ZG",3976188.19,58670
"2019-06-29","Eastern","AI",303191.43,3825
"2019-06-29","Eastern","AR",638201.91,8651
"2019-06-29","Eastern","GL",781186.18,12645
"2019-06-29","Eastern","GR",5845201.79,77035
"2019-06-29","Eastern","SG",12587224.42,173817
"2019-06-29","Eastern","SH",1598798.5,27036
"2019-06-29","Eastern","TG",5437980.77000001,81025
"2019-06-29","Espace Mittelland","BE",24858467.76,376353
"2019-06-29","Espace Mittelland","FR",6204526.54,92450
"2019-06-29","Espace Mittelland","JU",1443986.34,20309
"2019-06-29","Espace Mittelland","NE",4245201.68,66330
"2019-06-29","Espace Mittelland","SO",4806117.4,77110
"2019-06-29","Lake Geneva","GE",17264192.72,227498
"2019-06-29","Lake Geneva","VD",24400330.9,361538
"2019-06-29","Lake Geneva","VS",7994325.55,111513
"2019-06-29","Northwestern","AG",15539136.97,229337
"2019-06-29","Northwestern","BL",5302664.78,76328
"2019-06-29","Northwestern","BS",5281656.62,94248
"2019-06-29","Ticino","TI",5010633.86999999,65698
"2019-06-29","Zurich","ZH",45335262.0500001,746558
"2019-06-30","9999","9999",36177.72,1078
"2019-06-30","Central","LU",5063393.98,55172
"2019-06-30","Central","NW",466699.86,5625
"2019-06-30","Central","OW",487106.49,6277
"2019-06-30","Central","SZ",946941.1,16708
"2019-06-30","Central","UR",348799.39,6257
"2019-06-30","Central","ZG",546027.77,14226
"2019-06-30","Eastern","AI",87077.34,1181
"2019-06-30","Eastern","AR",189841.74,2792
"2019-06-30","Eastern","GL",196927.21,5117
"2019-06-30","Eastern","GR",2683168.67,34262
"2019-06-30","Eastern","SG",1987770.62,46094
"2019-06-30","Eastern","SH",382701.55,9288
"2019-06-30","Eastern","TG",915158.03,18953
"2019-06-30","Espace Mittelland","BE",6724799.36,131679
"2019-06-30","Espace Mittelland","FR",1458454.7,31704
"2019-06-30","Espace Mittelland","JU",204461.11,4498
"2019-06-30","Espace Mittelland","NE",796532.9,16777
"2019-06-30","Espace Mittelland","SO",752890.51,19265
"2019-06-30","Lake Geneva","GE",4125241.91999999,83988
"2019-06-30","Lake Geneva","VD",5044707.61,110424
"2019-06-30","Lake Geneva","VS",2786023.03,46439
"2019-06-30","Northwestern","AG",2310055.47,57417
"2019-06-30","Northwestern","BL",781803.45,20950
"2019-06-30","Northwestern","BS",1047094.54,32047
"2019-06-30","Ticino","TI",3284977.99,46175
"2019-06-30","Zurich","ZH",9831628.76000002,270321
"2019-07-01","9999","9999",37322.09,1316
"2019-07-01","Central","LU",9028730.89,134497
"2019-07-01","Central","NW",803981.13,11945
"2019-07-01","Central","OW",528338.38,8165
"2019-07-01","Central","SZ",2479342.92,40447
"2019-07-01","Central","UR",485714.13,8139
"2019-07-01","Central","ZG",2533326.09,51335
"2019-07-01","Eastern","AI",139102.3,2118
"2019-07-01","Eastern","AR",359959.92,6636
"2019-07-01","Eastern","GL",418066.09,7705
"2019-07-01","Eastern","GR",3926858.82,56418
"2019-07-01","Eastern","SG",6986941.11000001,130589
"2019-07-01","Eastern","SH",996626.65,21861
"2019-07-01","Eastern","TG",3090748.75,59070
"2019-07-01","Espace Mittelland","BE",17321005.22,318989
"2019-07-01","Espace Mittelland","FR",4166478.48,77135
"2019-07-01","Espace Mittelland","JU",829954.07,15456
"2019-07-01","Espace Mittelland","NE",2551508.73,51914
"2019-07-01","Espace Mittelland","SO",2737714.96,57173
"2019-07-01","Lake Geneva","GE",12923318.54,233025
"2019-07-01","Lake Geneva","VD",15612713,291448
"2019-07-01","Lake Geneva","VS",5971388.59,90808
"2019-07-01","Northwestern","AG",8546000.33,170271
"2019-07-01","Northwestern","BL",2997271.89,59428
"2019-07-01","Northwestern","BS",3594783.88,88842
"2019-07-01","Ticino","TI",6716288.53,86352
"2019-07-01","Zurich","ZH",29715994.11,708247
"2019-07-02","9999","9999",32107.04,1348
"2019-07-02","Central","LU",8949798.13,132495
"2019-07-02","Central","NW",879364.25,11684
"2019-07-02","Central","OW",531304.2,7936
"2019-07-02","Central","SZ",2472279.92,39356
"2019-07-02","Central","UR",499234.25,7795
"2019-07-02","Central","ZG",2762941.98,51565
"2019-07-02","Eastern","AI",149879.49,2069
"2019-07-02","Eastern","AR",371147.63,6486
"2019-07-02","Eastern","GL",411047.14,7598
"2019-07-02","Eastern","GR",3727805.23,52138
"2019-07-02","Eastern","SG",7235755.39,128883
"2019-07-02","Eastern","SH",1032241.95,21826
"2019-07-02","Eastern","TG",3115318.88,57205
"2019-07-02","Espace Mittelland","BE",16995295.67,315783
"2019-07-02","Espace Mittelland","FR",4124215.27,74483
"2019-07-02","Espace Mittelland","JU",806366.28,14655
"2019-07-02","Espace Mittelland","NE",2633986.57,51724
"2019-07-02","Espace Mittelland","SO",2909862.56,58022
"2019-07-02","Lake Geneva","GE",13300136.1,228814
"2019-07-02","Lake Geneva","VD",15250995.34,285044
"2019-07-02","Lake Geneva","VS",5841810.37000001,86737
"2019-07-02","Northwestern","AG",8842641.83999999,170984
"2019-07-02","Northwestern","BL",3013107.27,57351
"2019-07-02","Northwestern","BS",3720436.98,87375
"2019-07-02","Ticino","TI",5665030.44,79000
"2019-07-02","Zurich","ZH",30148942.64,693434
"2019-07-03","9999","9999",35210.27,1376
"2019-07-03","Central","LU",10287554.63,140966
"2019-07-03","Central","NW",866547.34,11999
"2019-07-03","Central","OW",559529.68,8098
"2019-07-03","Central","SZ",2670442.15,41366
"2019-07-03","Central","UR",493683.37,7906
"2019-07-03","Central","ZG",2787828.35,53149
"2019-07-03","Eastern","AI",158581.83,2138
"2019-07-03","Eastern","AR",386592.05,6701
"2019-07-03","Eastern","GL",432574.97,7840
"2019-07-03","Eastern","GR",3509260.11,53074
"2019-07-03","Eastern","SG",7603287.23,132527
"2019-07-03","Eastern","SH",1048360.23,22370
"2019-07-03","Eastern","TG",3223151.98,59179
"2019-07-03","Espace Mittelland","BE",18123357.06,321168
"2019-07-03","Espace Mittelland","FR",4258673.56,76216
"2019-07-03","Espace Mittelland","JU",879831.65,15764
"2019-07-03","Espace Mittelland","NE",2726946.49,52247
"2019-07-03","Espace Mittelland","SO",3034933.49,59636
"2019-07-03","Lake Geneva","GE",13052073.57,224993
"2019-07-03","Lake Geneva","VD",16011872.48,294057
"2019-07-03","Lake Geneva","VS",6022693.49000001,88522
"2019-07-03","Northwestern","AG",9235655.51000001,176634
"2019-07-03","Northwestern","BL",2961570.51,56842
"2019-07-03","Northwestern","BS",3730617.72,86430
"2019-07-03","Ticino","TI",5858684.28,80084
"2019-07-03","Zurich","ZH",31286991.18,715230
"2019-07-04","9999","9999",38595.14,1428
"2019-07-04","Central","LU",9943528.06999999,138018
"2019-07-04","Central","NW",917670.49,11896
"2019-07-04","Central","OW",528033.26,8237
"2019-07-04","Central","SZ",2611327.69,40471
"2019-07-04","Central","UR",515966.6,8012
"2019-07-04","Central","ZG",2892723.06,54011
"2019-07-04","Eastern","AI",168173.16,2334
"2019-07-04","Eastern","AR",392381.15,6898
"2019-07-04","Eastern","GL",420926.42,7952
"2019-07-04","Eastern","GR",3580819.75,52955
"2019-07-04","Eastern","SG",7595486.06,133533
"2019-07-04","Eastern","SH",1071469.5,22214
"2019-07-04","Eastern","TG",3246802.07,59415
"2019-07-04","Espace Mittelland","BE",18415102.62,325345
"2019-07-04","Espace Mittelland","FR",4419038.31,77785
"2019-07-04","Espace Mittelland","JU",920410.73,15849
"2019-07-04","Espace Mittelland","NE",2948245.26,54033
"2019-07-04","Espace Mittelland","SO",3132735.79,61789
"2019-07-04","Lake Geneva","GE",14824234.47,238785
"2019-07-04","Lake Geneva","VD",15764247.16,287301
"2019-07-04","Lake Geneva","VS",5897540.29999999,88434
"2019-07-04","Northwestern","AG",9062490.37000001,173141
"2019-07-04","Northwestern","BL",3005256.88,57076
"2019-07-04","Northwestern","BS",3819771.04,87719
"2019-07-04","Ticino","TI",6093092.77999999,85977
"2019-07-04","Zurich","ZH",31599068.38,719469
"2019-07-05","9999","9999",44943.54,1482
"2019-07-05","Central","LU",11461494.8,154784
"2019-07-05","Central","NW",1035185.75,13893
"2019-07-05","Central","OW",678007.37,9640
"2019-07-05","Central","SZ",3129646.67,46590
"2019-07-05","Central","UR",632416.59,9897
"2019-07-05","Central","ZG",3413767.92,58087
"2019-07-05","Eastern","AI",217913.11,2732
"2019-07-05","Eastern","AR",500665.72,7628
"2019-07-05","Eastern","GL",533568.18,9405
"2019-07-05","Eastern","GR",4631288.54,63427
"2019-07-05","Eastern","SG",8825321.75,146539
"2019-07-05","Eastern","SH",1232467.61,24303
"2019-07-05","Eastern","TG",3900499.65,66279
"2019-07-05","Espace Mittelland","BE",21869000.5,361049
"2019-07-05","Espace Mittelland","FR",5459130.42,89582
"2019-07-05","Espace Mittelland","JU",1059137.39,17580
"2019-07-05","Espace Mittelland","NE",3129300.29,56119
"2019-07-05","Espace Mittelland","SO",3661157.22,66041
"2019-07-05","Lake Geneva","GE",14835989.49,238371
"2019-07-05","Lake Geneva","VD",18662783.71,320325
"2019-07-05","Lake Geneva","VS",7518012.39000001,109097
"2019-07-05","Northwestern","AG",10327823.92,180122
"2019-07-05","Northwestern","BL",3703684.74,65499
"2019-07-05","Northwestern","BS",4138067.81,90132
"2019-07-05","Ticino","TI",7288156.61,91456
"2019-07-05","Zurich","ZH",35236907.12,770855
"2019-07-06","9999","9999",39064.43,1103
"2019-07-06","Central","LU",11991085.47,151017
"2019-07-06","Central","NW",1257100.49,15818
"2019-07-06","Central","OW",778310.27,10794
"2019-07-06","Central","SZ",3823631.1,52611
"2019-07-06","Central","UR",684099.37,10661
"2019-07-06","Central","ZG",3754218.27,53104
"2019-07-06","Eastern","AI",272782.76,3372
"2019-07-06","Eastern","AR",556396.63,7764
"2019-07-06","Eastern","GL",677025.95,10853
"2019-07-06","Eastern","GR",5481477.39,70416
"2019-07-06","Eastern","SG",10688849.16,149888
"2019-07-06","Eastern","SH",1477606.53,25642
"2019-07-06","Eastern","TG",4834053.15,72945
"2019-07-06","Espace Mittelland","BE",24046633.87,347776
"2019-07-06","Espace Mittelland","FR",5622065.58,84084
"2019-07-06","Espace Mittelland","JU",1172002.4,17481
"2019-07-06","Espace Mittelland","NE",3862336.06,59855
"2019-07-06","Espace Mittelland","SO",4431995.51,70597
"2019-07-06","Lake Geneva","GE",14551307.98,200870
"2019-07-06","Lake Geneva","VD",22007427.8,329255
"2019-07-06","Lake Geneva","VS",7885626.10000001,111863
"2019-07-06","Northwestern","AG",14287821.99,210499
"2019-07-06","Northwestern","BL",4420480.9,65173
"2019-07-06","Northwestern","BS",4867528.52,83436
"2019-07-06","Ticino","TI",7803489.43,101803
"2019-07-06","Zurich","ZH",40379663.15,701126
"2019-07-07","9999","9999",30220.15,878
"2019-07-07","Central","LU",4771775.81,47583
"2019-07-07","Central","NW",426455.84,3936
"2019-07-07","Central","OW",334537.82,4160
"2019-07-07","Central","SZ",749342.9,12550
"2019-07-07","Central","UR",315093.63,4646
"2019-07-07","Central","ZG",525380.55,12290
"2019-07-07","Eastern","AI",69989.86,801
"2019-07-07","Eastern","AR",163613.82,2068
"2019-07-07","Eastern","GL",169520.31,3307
"2019-07-07","Eastern","GR",2804352.22,31492
"2019-07-07","Eastern","SG",1634299.22,33531
"2019-07-07","Eastern","SH",342928.77,8234
"2019-07-07","Eastern","TG",760577.91,14701
"2019-07-07","Espace Mittelland","BE",6699096.21,113694
"2019-07-07","Espace Mittelland","FR",1442632.52,29975
"2019-07-07","Espace Mittelland","JU",222196.34,4320
"2019-07-07","Espace Mittelland","NE",694699.55,14385
"2019-07-07","Espace Mittelland","SO",686266.73,17093
"2019-07-07","Lake Geneva","GE",3657020.74,77292
"2019-07-07","Lake Geneva","VD",4655913.26000001,103475
"2019-07-07","Lake Geneva","VS",3019468.82,45932
"2019-07-07","Northwestern","AG",2053392.57,48905
"2019-07-07","Northwestern","BL",689208.25,18121
"2019-07-07","Northwestern","BS",1060522.28,30405
"2019-07-07","Ticino","TI",3542439.82,48333
"2019-07-07","Zurich","ZH",9391993.87,244431
"2019-07-08","9999","9999",32122.67,1222
"2019-07-08","Central","LU",8881982.78999999,121190
"2019-07-08","Central","NW",699612.36,10626
"2019-07-08","Central","OW",507200.64,7584
"2019-07-08","Central","SZ",2267609.7,37449
"2019-07-08","Central","UR",445345.19,7559
"2019-07-08","Central","ZG",2238251.89,46175
"2019-07-08","Eastern","AI",133418.85,1938
"2019-07-08","Eastern","AR",336470.77,5892
"2019-07-08","Eastern","GL",387155.51,7439
"2019-07-08","Eastern","GR",4157172.64,57435
"2019-07-08","Eastern","SG",6763144.45,118113
"2019-07-08","Eastern","SH",957360.95,19752
"2019-07-08","Eastern","TG",2817079.27,52650
